"TOA5","29298","CR1000","29298","CR1000.Std.32.03","CPU:CSAT_Licor_Logger_v23.CR1","51089","covAVG"
"TIMESTAMP","CovDATA_Avg(1)","CovDATA_Avg(2)","CovDATA_Avg(3)","CovDATA_Avg(4)","CovDATA_Avg(5)","CovDATA_Avg(6)","CovDATA_Avg(7)","CovDATA_Avg(8)","CovDATA_Avg(9)","CovDATA_Avg(10)","CovDATA_Avg(11)","CovDATA_Avg(12)","CovDATA_Avg(13)","CovDATA_Avg(14)","CovDATA_Avg(15)","CovDATA_Avg(16)","CovDATA_Avg(17)","CovDATA_Avg(18)","CovDATA_Avg(19)","CovDATA_Avg(20)","CovDATA_Avg(21)","CovDATA_Avg(22)","CovDATA_Avg(23)","CovDATA_Avg(24)","CovDATA_Avg(25)","CovDATA_Avg(26)","CovDATA_Avg(27)","CovDATA_Avg(28)","CovDATA_Avg(29)","CovDATA_Avg(30)","CovDATA_Avg(31)","CovDATA_Avg(32)","CovDATA_Avg(33)","CovDATA_Avg(34)","CovDATA_Avg(35)","CovDATA_Avg(36)","CovDATA_Avg(37)"
"TS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2025-09-21 11:30:00",1.078,0.103,-0.04,-0.022,-0.031,-0.042,0.954,0.147,0.055,0.07,0.19,0.248,0.026,0.037,0.065,0.151,0.192,0.709,1.132,-2.933,-0.027,20.44,14.51,18.14,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-21 12:00:00",1.253,0.152,-0.006,0.014,0.011,-0.009,1.044,0.123,0.049,0.069,0.15,0.215,0.019,0.028,0.036,0.14,0.167,0.721,0.45,-2.987,-0.057,20.56,14.72,20.16,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN",0.068
"2025-09-21 12:30:00",0.783,0.115,-0.017,0.006,-0.024,-0.048,0.99,0.114,0.048,0.058,0.228,0.211,0.017,0.033,0.064,0.157,0.262,0.792,0.352,-3.133,-0.055,20.55,14.58,22.72,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN",0.067
"2025-09-21 13:00:00",0.684,-0.034,-0.006,-0.009,-0.017,0.027,0.907,0.108,0.046,0.066,-0.036,0.164,0.017,0.026,0.031,0.129,0.19,0.677,0.661,-2.453,-0.064,20.07,14.19,20.75,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN",0.066
"2025-09-21 13:30:00",1.103,-0.211,0.014,-0.014,-0.028,-0.228,0.993,0.112,0.01,0.031,0.12,0.233,0.006,0.02,0.034,0.142,0.174,0.81,0.503,-2.451,-0.011,20.21,14.28,17.15,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN",0.065
"2025-09-21 14:00:00",0.602,-0.091,-0.013,-0.002,-0.02,0.006,0.656,0.07,0.031,0.061,0.086,0.134,0.016,0.025,0.049,0.139,0.198,0.442,0.424,-2.188,-0.042,20.21,14.51,17.35,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN",0.065
"2025-09-21 14:30:00",0.919,-0.291,0.054,-0.001,0,0.017,1.268,0.105,0.041,0.074,0.017,0.288,0.022,0.033,0.069,0.142,0.172,0.543,-0.366,-2.326,-0.033,20.61,14.94,21.75,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN",0.066
"2025-09-21 15:00:00",0.415,-0.029,-0.001,-0.004,-0.007,0.001,0.743,0.081,0.025,0.051,0.05,0.127,0.015,0.022,0.046,0.14,0.175,0.4,0.147,-2.013,-0.017,20.46,14.82,21.73,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-21 15:30:00",0.39,-0.066,0.033,0.026,0.028,0.045,0.591,0.066,0.047,0.101,0.077,0.124,0.039,0.045,0.068,0.284,0.346,0.466,-0.218,-1.446,-0.03,20.86,15.43,22.05,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-21 16:00:00",0.684,-0.183,0.004,-0.046,"NAN",-0.015,0.942,0.084,0.066,"NAN",0.118,0.161,0.026,"NAN",0.063,0.235,"NAN",0.464,-0.076,-1.976,-0.009,21.31,"NAN",21.75,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-21 16:30:00",0.616,-0.181,0.047,0.012,"NAN",0.079,1.153,0.106,0.069,"NAN",0.072,0.221,0.036,"NAN",0.081,0.258,"NAN",0.471,-0.396,-1.86,-0.009,21.3,"NAN",20.88,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-21 17:00:00",0.544,0,0.049,-0.011,"NAN",0.005,0.997,0.073,0.063,"NAN",0.116,0.239,0.018,"NAN",0.058,0.184,"NAN",0.381,-0.254,-2.414,-0.042,21.25,"NAN",20.39,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-21 17:30:00",0.504,-0.152,0.049,-0.009,"NAN",0.028,0.921,0.062,0.058,"NAN",0.098,0.167,0.018,"NAN",0.06,0.191,"NAN",0.396,-0.371,-1.677,-0.005,21.1,"NAN",20.5,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-21 18:00:00",0.639,-0.259,0.064,-0.02,"NAN",0.018,1.209,0.091,0.049,"NAN",0.068,0.252,0.004,"NAN",0.047,0.142,"NAN",0.297,-0.668,-1.855,-0.018,20.91,"NAN",20.49,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-21 18:30:00",0.356,-0.033,0.041,-0.017,-0.007,0.018,0.683,0.05,-0.007,0.017,0.046,0.14,-0.015,-0.008,0.031,0.124,0.151,0.236,-0.25,-1.722,-0.003,20.39,14.87,20.77,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-21 19:00:00",0.383,-0.042,0.037,-0.024,-0.021,0.015,0.539,0.036,0,0.026,0.015,0.157,-0.014,-0.009,0.027,0.126,0.127,0.234,-0.261,-1.731,-0.007,20.32,14.99,20.74,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-21 19:30:00",0.289,-0.059,0.032,-0.022,-0.019,0.011,0.49,0.022,-0.015,-0.01,0.017,0.117,-0.025,-0.021,0.022,0.201,0.193,0.202,-0.295,-1.416,-0.02,19.94,14.29,20.6,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-21 20:00:00",0.152,-0.024,0.026,-0.011,-0.007,0,0.384,0.021,-0.036,-0.037,0.035,0.075,-0.02,-0.013,0.011,0.195,0.151,0.157,-0.23,-1.054,-0.005,19.15,13.24,21.12,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-21 20:30:00",0.079,-0.025,0.011,0.001,0.002,-0.004,0.243,0,-0.035,-0.044,0.014,0.04,-0.016,-0.007,0.005,0.226,0.182,0.132,-0.17,-0.728,-0.004,18.55,12.54,21.36,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-21 21:00:00",0.138,0.019,0.014,-0.021,-0.018,0.007,0.326,0.021,-0.055,-0.059,0.036,0.053,-0.017,-0.008,0.008,0.231,0.192,0.149,-0.038,-1.154,0.002,18.46,12.51,21.2,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-21 21:30:00",0.071,-0.026,0.006,-0.006,-0.001,-0.003,0.144,0.003,-0.016,-0.025,0.006,0.028,-0.009,-0.001,0.001,0.248,0.192,0.161,-0.109,-0.472,0.02,17.95,11.92,21,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-21 22:00:00",0.037,-0.007,0.003,-0.001,0.006,-0.006,0.044,0.001,-0.005,-0.011,0.006,0.007,-0.002,-0.001,-0.001,0.266,0.211,0.086,0.219,-0.259,0.02,16.88,10.81,20.85,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-21 22:30:00",0.044,-0.006,0.003,0.016,0.017,-0.01,0.05,0,-0.021,-0.02,0.008,0.012,-0.006,-0.001,-0.002,0.402,0.297,0.119,0.118,-0.323,0.011,16.64,10.59,20.7,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-21 23:00:00",0.027,0.005,0,0.032,0.028,0.006,0.022,0.001,-0.015,-0.012,-0.003,0.004,0.001,0.003,0,0.485,0.411,0.108,0.326,-0.07,0.014,15.95,9.95,20.52,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-21 23:30:00",0.048,0.009,-0.001,0.063,0.058,0.011,0.019,0,0.007,0.005,-0.002,0.004,-0.004,-0.003,-0.002,0.418,0.344,0.153,0.237,0.037,0.012,14.66,8.61,19.75,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 00:00:00",0.043,0.003,0.003,0.032,0.03,0.001,0.016,0.001,0.002,0,0.001,0.004,0,0.001,0.001,0.359,0.271,0.411,0.22,-0.051,0.013,14.81,8.73,14.67,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 00:30:00",0.051,0.006,0.002,0.087,0.068,-0.004,0.021,0,-0.004,-0.001,0.006,0.006,-0.002,0,-0.004,0.624,0.454,0.23,0.264,-0.117,0.006,14.71,8.65,10.38,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 01:00:00",0.047,-0.005,0.001,0.016,0.017,-0.005,0.053,0.005,-0.043,-0.038,-0.018,0.015,-0.003,0.001,-0.003,0.48,0.381,0.534,0.273,-0.344,0.016,15.86,9.8,13.22,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 01:30:00",0.058,0.007,0.006,0,-0.001,-0.007,0.092,0.003,-0.034,-0.033,0.006,0.016,-0.009,-0.005,-0.002,0.397,0.282,0.088,0.181,-0.655,0.015,16.41,10.45,20.07,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 02:00:00",0.032,-0.002,0.002,0.006,0.009,0.002,0.046,0.004,-0.027,-0.025,-0.007,0.007,-0.007,-0.005,-0.002,0.382,0.325,0.083,0.414,-0.19,0.018,15.79,9.86,20.16,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 02:30:00",0.05,0.003,0.005,-0.012,-0.009,-0.001,0.043,0.006,-0.01,-0.01,-0.001,0.013,-0.008,-0.006,-0.002,0.36,0.287,0.08,0.171,-0.273,-0.009,15.59,9.6,19.87,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 03:00:00",0.097,-0.018,0.005,-0.002,-0.004,-0.007,0.258,0.012,-0.065,-0.062,0.008,0.041,-0.012,-0.007,0,0.294,0.216,0.076,-0.044,-0.767,0.023,16.02,10.06,20.14,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 03:30:00",0.079,-0.021,0.002,-0.01,-0.009,-0.003,0.193,0.004,-0.022,-0.031,-0.007,0.033,-0.009,-0.005,-0.001,0.207,0.162,0.054,-0.183,-0.214,-0.003,15.91,9.89,20.18,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 04:00:00",0.074,-0.015,0.006,-0.014,-0.01,-0.005,0.255,0.013,-0.001,-0.008,0.003,0.034,-0.008,-0.004,0,0.205,0.144,0.061,-0.018,-0.63,0.008,15.64,9.66,20.07,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 04:30:00",0.097,-0.01,0.009,-0.013,-0.015,-0.005,0.154,0.003,-0.015,-0.018,0.008,0.028,-0.009,-0.005,0,0.187,0.142,0.063,-0.038,-0.362,0.003,16.07,10.09,20.35,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 05:00:00",0.119,-0.039,0.014,-0.01,-0.007,-0.003,0.266,0.008,-0.029,-0.026,0,0.054,-0.019,-0.011,-0.001,0.239,0.159,0.059,-0.13,-1.14,0.027,16.05,10.07,20.42,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 05:30:00",0.132,-0.008,0.023,-0.005,-0.006,-0.004,0.355,0.009,-0.044,-0.047,0.005,0.065,-0.016,-0.007,0.001,0.188,0.136,0.066,-0.24,-0.949,0.025,16.06,10.08,20.43,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 06:00:00",0.13,-0.011,0.013,-0.006,-0.007,-0.003,0.33,0.011,-0.019,-0.023,0.003,0.054,-0.01,-0.003,0.002,0.168,0.117,0.068,-0.153,-0.803,0.039,16.12,10.13,20.52,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 06:30:00",0.138,-0.032,0.012,-0.012,-0.011,-0.001,0.249,0.012,-0.017,-0.02,-0.001,0.053,-0.011,-0.006,0,0.178,0.122,0.05,-0.345,-0.506,0.008,16.31,10.31,20.48,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 07:00:00",0.151,0.007,0.028,-0.015,-0.015,0,0.371,0.026,-0.049,-0.048,0.008,0.069,-0.018,-0.012,0.003,0.192,0.144,0.066,-0.243,-0.876,0.014,16.4,10.43,20.5,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 07:30:00",0.114,-0.01,0.008,-0.01,-0.012,0,0.198,0.013,-0.023,-0.028,-0.002,0.039,-0.013,-0.008,0,0.205,0.157,0.054,-0.301,-0.295,0.013,16.61,10.59,20.61,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 08:00:00",0.089,0.013,0.006,-0.017,-0.02,0.003,0.082,0.008,-0.007,-0.01,0.003,0.024,-0.009,-0.005,0,0.195,0.154,0.39,-0.238,-0.305,-0.019,16.53,10.49,20.59,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 08:30:00",0.059,-0.008,0.01,-0.015,-0.012,0.001,0.087,0.005,-0.004,-0.003,0.002,0.023,-0.01,-0.006,0,0.196,0.143,0.05,-0.262,-0.446,-0.003,16.25,10.3,20.56,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 09:00:00",0.082,-0.019,0.007,-0.001,0.004,0.002,0.155,0.003,-0.007,0.003,0.007,0.037,-0.003,0.001,0.004,0.116,0.12,0.103,-0.237,-0.502,-0.001,16.57,10.93,20.86,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 09:30:00",0.141,-0.022,0.014,-0.001,0.018,0.016,0.158,0.019,0.018,0.029,-0.001,0.056,0.007,0.015,0.015,0.125,0.17,0.188,-0.374,-0.474,0.011,17.5,11.94,21.3,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 10:00:00",0.253,-0.023,0.025,0.01,"NAN",0.047,0.403,0.03,0.041,"NAN",0.022,0.095,0.018,"NAN",0.03,0.193,"NAN",0.302,-0.762,-0.506,0.001,18.7,"NAN",21.28,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 10:30:00",0.511,-0.088,0.072,0.03,"NAN",0.049,0.716,0.027,0.03,"NAN",-0.014,0.17,0.031,"NAN",0.038,0.205,"NAN",0.287,-1.143,-0.552,-0.037,19.5,"NAN",21.04,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 11:00:00",1.07,-0.21,0.097,0.083,"NAN",0.128,1.144,0.084,0.025,"NAN",0.032,0.241,0.037,"NAN",0.056,0.258,"NAN",0.358,-1.634,-0.333,-0.013,20.1,"NAN",20.91,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 11:30:00",1.31,-0.041,0.166,0.099,"NAN",0.142,1.471,0.094,0.066,"NAN",0.049,0.325,0.052,"NAN",0.075,0.289,"NAN",0.375,-1.658,-0.622,-0.036,20.42,"NAN",20.46,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 12:00:00",1.022,-0.246,0.056,0.097,0.121,0.151,1.195,0.036,0.034,0.097,0.014,0.191,0.045,0.039,0.063,0.343,0.362,0.436,-1.498,-0.29,-0.002,20.87,15.63,19.79,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 12:30:00",0.897,0.016,0.13,0.019,0.028,0.058,1.516,0.107,0.066,0.102,0.062,0.322,0.022,0.021,0.059,0.156,0.197,0.303,-1.604,-0.894,-0.044,20.28,14.91,19.12,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 13:00:00",1.066,0.123,0.158,0.086,0.084,0.128,1.707,0.124,0.076,0.129,0.083,0.314,0.04,0.035,0.065,0.262,0.301,0.366,-1.666,-0.859,-0.041,20.72,15.46,19.21,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 13:30:00",1.225,-0.317,0.089,0.099,0.127,0.118,1.304,0.091,0.04,0.122,0.042,0.267,0.046,0.042,0.06,0.347,0.435,0.421,-1.609,-0.537,0.006,20.9,15.74,19.51,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 14:00:00",0.806,-0.314,0.042,0.009,0.017,0.101,1.054,0.028,0.057,0.15,0.022,0.194,0.029,0.025,0.06,0.264,0.356,0.446,-1.093,-0.581,0.001,20.86,15.77,19.32,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 14:30:00",1.504,-0.387,0.104,0.138,0.167,0.202,1.784,0.08,0.116,0.182,0.016,0.33,0.073,0.059,0.079,0.476,0.484,0.478,-1.6,-1.219,-0.03,21.04,16.05,19.2,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 15:00:00",1.046,-0.309,0.113,0.064,0.096,0.153,1.617,0.054,0.087,0.191,0.046,0.304,0.061,0.053,0.092,0.372,0.434,0.487,-1.16,-1.138,0.025,21.03,16.06,19.06,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 15:30:00",0.959,-0.261,0.106,0.147,0.208,0.211,1.284,0.041,0.1,0.249,0.081,0.228,0.059,0.054,0.084,0.427,0.556,0.534,-1.008,-0.853,0.02,21.33,16.61,18.85,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 16:00:00",0.982,-0.202,0.119,0.013,0.029,0.049,1.787,0.042,0.136,0.242,0.13,0.351,0.05,0.043,0.088,0.318,0.349,0.445,-0.887,-2.249,-0.044,20.94,16.1,18.1,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 16:30:00",0.86,-0.199,0.093,0.059,0.11,0.072,1.478,0.066,0.085,0.208,0.068,0.262,0.043,0.039,0.073,0.294,0.371,0.456,-0.849,-1.165,0,21.03,16.4,18.29,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 17:00:00",1.023,0.04,0.092,0.107,0.191,0.206,0.849,0.082,0.071,0.134,0.084,0.236,0.038,0.036,0.071,0.267,0.332,0.455,-1.225,-0.708,-0.003,20.87,16.21,18.12,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 17:30:00",0.863,-0.098,0.081,0.063,0.114,0.077,1.105,0.082,0.049,0.107,0.049,0.236,0.032,0.034,0.053,0.227,0.276,0.319,-1.543,-0.497,-0.049,20.64,15.92,18.66,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 18:00:00",1.537,-0.403,0.156,0.052,"NAN",0.164,1.599,0.106,0.033,"NAN",-0.023,0.324,0.02,"NAN",0.049,0.158,"NAN",0.273,-1.755,-1.094,-0.029,20.29,"NAN",19.46,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 18:30:00",0.813,-0.078,0.08,0.018,0.048,0.071,1.051,0.055,0.023,0.081,0.009,0.215,0.003,0.002,0.034,0.129,0.169,0.25,-1.063,-0.861,-0.002,20.14,15.16,19.58,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 19:00:00",0.41,-0.041,0.055,-0.012,0.004,0.045,0.558,0.022,-0.001,0.03,0.01,0.153,-0.011,-0.011,0.025,0.134,0.144,0.236,-0.693,-0.759,-0.009,19.68,14.45,19.67,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 19:30:00",0.233,-0.074,0.019,-0.025,-0.022,0.02,0.369,0.024,-0.002,0.007,-0.011,0.076,-0.016,-0.012,0.009,0.2,0.194,0.179,-0.32,-0.63,0.023,18.94,13.37,19.78,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 20:00:00",0.102,-0.012,0.013,-0.029,"NAN",0.008,0.268,0.001,-0.022,"NAN",-0.004,0.04,-0.018,"NAN",0.005,0.259,"NAN",0.156,-0.212,-0.395,-0.011,18.05,"NAN",19.98,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 20:30:00",0.143,-0.003,0.019,-0.011,-0.007,-0.003,0.452,0.01,-0.047,-0.058,0.029,0.063,-0.021,-0.011,0.006,0.239,0.192,0.14,-0.217,-1.007,0.02,17.39,11.52,19.96,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 21:00:00",0.085,-0.01,0.005,-0.015,"NAN",0.008,0.096,0.008,-0.011,"NAN",0.002,0.026,-0.01,"NAN",0.002,0.223,"NAN",0.088,-0.237,-0.434,0.005,16.9,"NAN",20.09,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 21:30:00",0.111,0.041,0.019,-0.022,-0.022,0.007,0.132,0.013,-0.013,-0.023,0.006,0.035,-0.009,-0.008,0.002,0.217,0.187,0.071,-0.238,-0.382,-0.03,16.65,10.65,19.87,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 22:00:00",0.172,0.002,0.025,-0.027,-0.027,0.009,0.288,0.026,-0.032,-0.034,0.004,0.067,-0.015,-0.01,0.004,0.253,0.208,0.09,-0.551,-0.368,0.029,16.99,11.08,19.67,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 22:30:00",0.158,0.054,0.023,-0.036,-0.04,0.012,0.22,0.012,-0.023,-0.024,0.005,0.054,-0.013,-0.009,0.004,0.235,0.196,0.101,-0.622,-0.5,-0.035,16.75,10.85,19.58,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 23:00:00",0.107,0.002,0.013,-0.032,-0.031,0.01,0.104,0.009,-0.011,-0.014,0.005,0.029,-0.013,-0.009,0.003,0.244,0.199,0.104,-0.249,-0.478,-0.001,16.1,10.14,19.66,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-22 23:30:00",0.112,-0.012,0.009,-0.025,-0.02,0.005,0.079,0.008,-0.006,-0.006,0.003,0.029,-0.01,-0.005,0.001,0.269,0.199,0.089,-0.199,-0.609,-0.011,15.87,9.92,19.66,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-23 00:00:00",0.05,0,0.005,-0.017,-0.012,0.002,0.048,0.002,-0.009,-0.011,0.001,0.018,-0.008,-0.005,0,0.3,0.246,0.055,-0.024,-0.416,-0.005,15.48,9.5,19.63,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-23 00:30:00",0.021,0,0.002,-0.015,"NAN",-0.002,0.023,0.001,-0.004,"NAN",0,0.005,-0.005,"NAN",0,0.37,"NAN",0.095,-0.057,-0.175,0.014,14.83,"NAN",19.44,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-23 01:00:00",0.018,0,0,-0.009,-0.007,0.003,0.013,0,-0.009,-0.006,0.001,0.002,0,0.001,0,0.424,0.276,0.092,0.091,-0.288,0.016,13.93,7.964,18.66,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-23 01:30:00",0.012,-0.001,0,-0.003,0.001,0.004,0.012,0,0.006,0.003,-0.006,0.001,0,0,0,0.274,0.167,0.224,0.323,-0.482,0.006,13.86,7.885,15.72,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-23 02:00:00",0.067,-0.004,0,-0.015,-0.009,0.006,0.079,0.004,-0.044,-0.037,-0.005,0.02,-0.012,-0.008,-0.005,0.448,0.325,0.197,0.208,-0.441,0.013,14.46,8.46,14.61,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-23 02:30:00",0.027,0.003,0.002,-0.003,0.001,0.01,0.031,0.002,-0.017,-0.014,0.008,0.007,-0.004,-0.003,-0.002,0.411,0.323,0.206,0.206,-0.094,0.005,14.59,8.56,16.13,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-23 03:00:00",0.053,0.019,0.002,0.009,0.016,-0.033,0.016,0.001,0.003,0.005,-0.015,0.002,0,0.001,-0.006,0.347,0.282,0.836,0.275,-0.279,0.008,13.86,7.905,12.16,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
"2025-09-23 03:30:00",0.023,0.006,0.001,-0.035,-0.025,0.007,0.014,0.001,0,0.001,0.002,0.004,-0.003,-0.002,0.004,0.4,0.302,0.35,0.161,-0.179,0,14.63,8.49,-0.785,0,0,0,"NAN","NAN","NAN",0,"NAN","NAN","NAN",0,"NAN","NAN"
