Time(UTC),swd_1,swu_1,lwd_1,lwu_1,t_rad_1
2025-09-16 13:33:00,69.7568,17.0271,365.8849,377.8447,13.8527
2025-09-16 13:34:00,70.9282,16.8608,365.8197,377.8458,13.8529
2025-09-16 13:35:00,73.1852,16.8497,365.9306,378.1005,13.8529
2025-09-16 13:36:00,81.6381,18.3434,365.8102,378.4448,13.8532
2025-09-16 13:37:00,70.0545,15.8541,365.7881,378.2567,13.8532
2025-09-16 13:38:00,61.4914,13.6414,365.6006,378.0471,13.8492
2025-09-16 13:39:00,48.9564,11.0415,365.8839,377.8879,13.8484
2025-09-16 13:40:00,43.1923,9.8687,366.1619,377.8119,13.8486
2025-09-16 13:41:00,42.0085,9.559,366.1626,377.5913,13.8488
2025-09-16 13:42:00,38.3578,8.5854,366.5576,377.8425,13.8502
2025-09-16 13:43:00,34.2981,7.7337,367.1483,377.7697,13.8532
2025-09-16 13:44:00,29.994,6.8374,367.2401,377.6069,13.831
2025-09-16 13:45:00,24.7821,5.8636,365.9557,375.8574,13.6076
2025-09-16 13:46:00,21.3746,4.7352,366.0717,375.376,13.5402
2025-09-16 13:47:00,18.4097,3.9165,365.6035,374.4101,13.3158
2025-09-16 13:48:00,15.5,2.965,366.1566,374.2883,13.1829
2025-09-16 13:49:00,15.8652,3.3633,365.9392,374.1041,13.0256
2025-09-16 13:50:00,16.5954,3.7948,365.5734,373.3953,12.7607
2025-09-16 13:51:00,16.7946,3.828,365.7579,372.9936,12.5449
2025-09-16 13:52:00,17.2042,4.1157,366.237,373.2515,12.4597
2025-09-16 13:53:00,18.3217,4.337,365.5663,372.8905,12.2887
2025-09-16 13:54:00,25.4807,6.0078,366.1391,373.7954,12.2505
2025-09-16 13:55:00,29.9949,6.3619,367.5832,374.3213,12.1445
2025-09-16 13:56:00,28.0915,6.3286,367.1736,374.166,11.9551
2025-09-16 13:57:00,39.1665,8.995,365.818,374.282,11.8087
2025-09-16 13:58:00,56.083,12.6682,365.542,374.5591,11.7688
2025-09-16 13:59:00,69.835,15.3013,366.0639,375.1031,11.729
2025-09-16 14:00:00,76.0638,16.9498,365.5578,375.3493,11.6451
2025-09-16 14:01:00,100.1161,21.7403,365.0696,375.724,11.6406
2025-09-16 14:02:00,90.1255,19.6714,365.2245,376.1444,11.6406
2025-09-16 14:03:00,67.1354,14.9804,365.9245,376.1917,11.6412
2025-09-16 14:04:00,50.3295,11.4843,366.2498,375.2889,11.5174
2025-09-16 14:05:00,38.5248,9.4376,366.5114,374.3336,11.4151
2025-09-16 14:06:00,40.3064,10.0351,367.4194,374.1353,11.4152
2025-09-16 14:07:00,44.9299,11.0748,367.0937,373.92,11.4375
2025-09-16 14:08:00,48.8673,11.7826,366.1451,374.321,11.4804
2025-09-16 14:09:00,51.0137,12.0813,365.2991,374.4043,11.399
2025-09-16 14:10:00,60.7053,14.2829,364.9971,374.3015,11.3412
2025-09-16 14:11:00,70.8062,16.7944,364.8011,374.6144,11.382
2025-09-16 14:12:00,73.5952,17.4805,364.8435,375.0442,11.4219
2025-09-16 14:13:00,74.5801,17.5691,364.8545,375.5973,11.4832
2025-09-16 14:14:00,66.8804,15.965,364.5145,375.2906,11.4415
2025-09-16 14:15:00,56.4255,13.7413,364.7007,375.4326,11.4412
2025-09-16 14:16:00,49.4114,12.3694,364.3685,374.9014,11.4009
2025-09-16 14:17:00,43.2385,10.9645,364.5473,375.0803,11.4436
2025-09-16 14:18:00,44.8426,11.407,364.2901,374.646,11.4029
2025-09-16 14:19:00,46.1917,11.7056,364.747,375.0365,11.5072
2025-09-16 14:20:00,43.0496,11.0971,364.8654,375.0663,11.5277
2025-09-16 14:21:00,42.2528,10.8868,365.3876,375.2233,11.5302
2025-09-16 14:22:00,45.5167,11.8826,365.1025,375.0821,11.5307
2025-09-16 14:23:00,52.8966,13.2546,364.6441,375.2212,11.5107
2025-09-16 14:24:00,52.4544,13.0776,364.8428,375.4421,11.5318
2025-09-16 14:25:00,45.3185,11.905,365.4783,375.2147,11.5116
2025-09-16 14:26:00,45.1313,12.215,365.7438,375.3365,11.5328
2025-09-16 14:27:00,64.9585,16.6186,365.257,375.4029,11.5328
2025-09-16 14:28:00,96.1617,22.7154,363.4864,375.8565,11.5349
2025-09-16 14:29:00,112.2163,25.4816,362.4574,376.6089,11.5349
2025-09-16 14:30:00,93.6585,21.7522,363.1417,377.2485,11.6592
2025-09-16 14:31:00,86.2338,20.7674,363.8834,377.1493,11.6592
2025-09-16 14:32:00,94.3112,22.3054,364.086,377.5401,11.6599
2025-09-16 14:33:00,88.7464,20.8229,364.0306,378.0159,11.7021
2025-09-16 14:34:00,75.4805,18.411,364.2477,378.1002,11.7646
2025-09-16 14:35:00,69.0305,17.6366,364.4161,378.2023,11.8073
2025-09-16 14:36:00,84.0116,21.2878,364.5878,379.0046,11.9116
2025-09-16 14:37:00,109.3831,26.5325,364.2984,379.4678,11.9113
2025-09-16 14:38:00,117.3052,27.9598,364.0882,379.7886,11.9113
2025-09-16 14:39:00,113.7674,26.9094,363.7773,379.9096,11.9322
2025-09-16 14:40:00,95.368,23.026,363.8654,379.666,11.9321
2025-09-16 14:41:00,73.746,18.7546,364.6606,379.4651,12.016
2025-09-16 14:42:00,64.0521,17.3048,365.7247,379.5553,12.1425
2025-09-16 14:43:00,61.9277,17.3933,365.6931,379.0258,12.1638
2025-09-16 14:44:00,80.3497,21.9628,365.5769,379.0755,12.1649
2025-09-16 14:45:00,123.7774,31.8876,365.3335,379.6508,12.1649
2025-09-16 14:46:00,158.8464,40.0978,364.7124,380.7892,12.1646
2025-09-16 14:47:00,246.955,62.2158,362.9539,382.2173,12.3347
2025-09-16 14:48:00,393.7519,100.8761,360.9947,385.879,12.592
2025-09-16 14:49:00,382.6753,93.9832,357.7889,387.5307,12.8954
2025-09-16 14:50:00,222.5732,51.1746,350.9633,385.1313,12.9395
2025-09-16 14:51:00,152.6508,34.866,342.0243,381.5818,12.9399
2025-09-16 14:52:00,107.5185,25.2724,338.1735,379.7003,12.9399
2025-09-16 14:53:00,85.2421,21.056,346.9085,378.9961,12.9614
2025-09-16 14:54:00,89.1701,22.3174,357.2821,379.1902,12.9834
2025-09-16 14:55:00,99.2163,25.0724,362.9333,379.4638,12.9391
2025-09-16 14:56:00,112.3167,28.0598,363.681,379.6693,12.8736
2025-09-16 14:57:00,107.1279,26.1347,363.7724,380.0485,12.8741
2025-09-16 14:58:00,92.3128,22.9039,364.4325,379.8346,12.9401
2025-09-16 14:59:00,74.4542,18.3452,365.9365,379.0703,12.94
2025-09-16 15:00:00,53.6856,14.8377,366.6209,378.2167,12.9397
2025-09-16 15:01:00,48.6291,13.3218,367.1776,378.5078,13.0714
2025-09-16 15:02:00,49.2167,13.5766,368.271,377.6651,12.8753
2025-09-16 15:03:00,49.7367,14.318,368.8082,377.5495,12.4858
2025-09-16 15:04:00,50.5653,15.0147,367.4853,376.9013,12.2939
2025-09-16 15:05:00,63.9199,18.0352,366.3192,377.1736,12.3581
2025-09-16 15:06:00,83.2502,22.2842,365.2138,377.3628,12.3583
2025-09-16 15:07:00,102.7909,26.8982,364.1917,378.0669,12.4225
2025-09-16 15:08:00,128.4169,32.143,362.5958,378.8499,12.4869
2025-09-16 15:09:00,147.5932,35.4737,360.9558,379.6332,12.5514
2025-09-16 15:10:00,149.3746,36.2482,358.1675,378.9583,12.5514
2025-09-16 15:11:00,136.3525,33.1282,357.3711,379.6115,12.6811
2025-09-16 15:12:00,123.8381,31.1808,357.6431,379.0868,12.7679
2025-09-16 15:13:00,123.7182,31.8341,359.0187,379.3009,12.8333
2025-09-16 15:14:00,138.635,36.194,359.5378,379.1674,12.9207
2025-09-16 15:15:00,399.4837,107.241,359.9865,383.3113,13.2296
2025-09-16 15:16:00,375.2025,97.2811,359.0117,385.6998,13.677
2025-09-16 15:17:00,268.8851,69.2764,354.9265,385.2771,13.7221
2025-09-16 15:18:00,241.2717,61.421,351.5848,383.7282,13.7449
2025-09-16 15:19:00,268.5157,68.8012,349.8269,383.2871,13.836
2025-09-16 15:20:00,418.9078,112.5315,350.2719,387.1295,14.2032
2025-09-16 15:21:00,426.193,113.1737,345.5259,387.4294,14.4355
2025-09-16 15:22:00,430.9837,113.6055,339.2921,387.7242,14.6704
2025-09-16 15:23:00,416.813,109.7218,330.5016,387.2436,14.8126
2025-09-16 15:24:00,391.6312,103.2386,321.7375,387.4539,15.0025
2025-09-16 15:25:00,199.809,45.1692,314.1463,385.1976,14.9537
2025-09-16 15:26:00,280.7408,71.3606,311.3382,384.3808,14.9296
2025-09-16 15:27:00,323.3087,83.8174,310.3626,386.5341,15.096
2025-09-16 15:28:00,275.1635,70.1853,311.0126,385.9226,15.1443
2025-09-16 15:29:00,344.1284,91.7624,311.2031,386.7994,15.2893
2025-09-16 15:30:00,329.258,88.122,309.8093,385.8594,15.2894
2025-09-16 15:31:00,113.1141,23.303,309.6918,383.5068,15.2413
2025-09-16 15:32:00,83.8844,16.653,310.8613,380.1287,14.929
2025-09-16 15:33:00,89.1404,18.5783,314.6534,378.676,14.7385
2025-09-16 15:34:00,96.3994,20.9131,320.1737,378.1771,14.5725
2025-09-16 15:35:00,96.1006,20.736,327.9721,377.9533,14.3855
2025-09-16 15:36:00,88.8114,19.6744,337.5534,377.9314,14.2911
2025-09-16 15:37:00,81.5414,18.9109,348.8513,378.4403,14.2911
2025-09-16 15:38:00,79.9339,18.9434,357.1245,378.4026,14.1977
2025-09-16 15:39:00,73.4271,18.0138,360.5262,378.1195,14.1513
2025-09-16 15:40:00,65.9026,16.9182,361.4975,378.1945,14.1508
2025-09-16 15:41:00,62.1291,16.2764,361.8363,378.2011,14.1273
2025-09-16 15:42:00,63.6451,16.7633,362.0364,378.3239,14.1502
2025-09-16 15:43:00,69.2448,18.5007,361.9237,378.0233,14.0345
2025-09-16 15:44:00,72.011,19.3859,361.3949,377.6936,13.7606
2025-09-16 15:45:00,71.4136,19.3085,360.3723,377.844,13.6482
2025-09-16 15:46:00,73.9476,20.6252,359.2564,377.2482,13.603
2025-09-16 15:47:00,87.3047,25.3615,358.5308,377.0208,13.5998
2025-09-16 15:48:00,209.3195,63.0724,357.1262,378.4602,13.6661
2025-09-16 15:49:00,255.2051,73.4721,355.242,380.7692,13.8906
2025-09-16 15:50:00,320.871,93.2544,353.1239,382.8551,14.1636
2025-09-16 15:51:00,339.6978,96.9388,350.3479,384.5713,14.4657
2025-09-16 15:52:00,318.67,88.6946,346.646,385.2618,14.6304
2025-09-16 15:53:00,158.3496,37.0446,341.4456,383.3808,14.5833
2025-09-16 15:54:00,119.1339,27.0865,336.604,381.1396,14.5104
2025-09-16 15:55:00,97.2812,22.5057,333.517,379.1148,14.2766
2025-09-16 15:56:00,89.1818,21.6426,338.0677,378.631,14.2751
2025-09-16 15:57:00,100.4457,25.4932,345.7509,378.8235,14.2512
2025-09-16 15:58:00,145.1727,38.7159,351.2908,379.7827,14.2506
2025-09-16 15:59:00,270.037,78.7166,351.1809,381.8531,14.3658
2025-09-16 16:00:00,284.2362,82.2791,348.4352,383.7766,14.5992
2025-09-16 16:01:00,218.2579,62.8456,337.7033,381.7948,14.6215
2025-09-16 16:02:00,210.7771,60.9646,329.7204,381.8446,14.6921
2025-09-16 16:03:00,264.0062,78.6456,335.8914,383.5235,14.9571
2025-09-16 16:04:00,198.8343,54.2708,342.6521,383.7232,14.9817
2025-09-16 16:05:00,138.7696,33.0051,345.0139,382.3784,14.9541
2025-09-16 16:06:00,150.8408,36.2359,340.8096,381.3495,14.7601
2025-09-16 16:07:00,194.9826,52.3234,333.6295,381.3833,14.7602
2025-09-16 16:08:00,107.8885,24.7731,323.7703,380.4087,14.76
2025-09-16 16:09:00,165.2578,49.1146,316.5092,379.3658,14.7125
2025-09-16 16:10:00,205.7595,63.0667,313.7314,380.5047,14.9738
2025-09-16 16:11:00,164.5867,47.9418,315.0038,379.6859,14.9738
2025-09-16 16:12:00,148.6082,41.3686,321.1576,379.5097,14.9739
2025-09-16 16:13:00,150.1891,40.9923,330.3412,379.6979,14.9739
2025-09-16 16:14:00,226.3332,66.162,338.8437,380.7538,14.9258
2025-09-16 16:15:00,303.549,89.9596,339.5682,382.7722,15.0449
2025-09-16 16:16:00,289.1122,85.0584,333.46,383.2138,15.2605
2025-09-16 16:17:00,216.3177,60.851,324.5591,381.759,15.2555
2025-09-16 16:18:00,101.2228,22.4927,318.6119,379.0424,15.063
2025-09-16 16:19:00,94.0425,21.5302,317.9129,378.078,14.9669
2025-09-16 16:20:00,129.884,36.5217,316.3197,378.1554,14.9669
2025-09-16 16:21:00,200.1954,62.1473,315.0255,378.9318,14.9938
2025-09-16 16:22:00,216.4256,66.9387,314.4801,380.9763,15.2357
2025-09-16 16:23:00,206.9478,63.5184,311.6222,380.8054,15.2592
2025-09-16 16:24:00,182.6023,56.1485,309.5842,380.2372,15.2828
2025-09-16 16:25:00,199.4656,61.8684,308.8225,380.5266,15.405
2025-09-16 16:26:00,204.3882,62.4217,308.0173,380.3079,15.4826
2025-09-16 16:27:00,199.7649,60.4524,307.8861,380.3647,15.5559
2025-09-16 16:28:00,198.1013,60.5514,308.3535,379.8579,15.5502
2025-09-16 16:29:00,196.9703,61.6576,309.2878,379.387,15.549
2025-09-16 16:30:00,188.4536,59.29,308.2055,379.057,15.5494
2025-09-16 16:31:00,178.9401,56.9888,305.175,378.726,15.5496
2025-09-16 16:32:00,174.0509,56.0157,303.6154,378.4394,15.5498
2025-09-16 16:33:00,168.8956,54.9988,303.0617,377.8982,15.4769
2025-09-16 16:34:00,161.7783,52.7304,301.8903,377.5338,15.4771
2025-09-16 16:35:00,159.8512,52.5958,301.5429,377.3388,15.4777
2025-09-16 16:36:00,155.8736,51.0912,301.7967,376.8181,15.3802
2025-09-16 16:37:00,135.4585,43.3127,301.5505,376.3713,15.2594
2025-09-16 16:38:00,52.8711,10.4769,301.4593,375.1514,15.043
2025-09-16 16:39:00,47.0182,8.9279,301.2686,373.9311,14.8261
2025-09-16 16:40:00,61.654,16.9928,300.9494,373.2682,14.6812
2025-09-16 16:41:00,116.7484,39.8048,300.6535,373.5368,14.6818
2025-09-16 16:42:00,132.7024,45.4142,300.1833,374.4834,14.683
2025-09-16 16:43:00,80.4512,22.9228,300.8029,374.3949,14.683
2025-09-16 16:44:00,123.0047,42.4841,300.8903,374.1643,14.6834
2025-09-16 16:45:00,129.488,44.6636,301.0563,374.4077,14.6834
2025-09-16 16:46:00,127.5607,44.0986,300.7899,374.3946,14.683
2025-09-16 16:47:00,124.186,43.2023,300.4911,374.6265,14.6829
2025-09-16 16:48:00,117.957,40.9121,300.2147,374.1619,14.6829
2025-09-16 16:49:00,114.0846,39.3521,300.2149,374.5049,14.6829
2025-09-16 16:50:00,101.3617,34.1966,300.5534,374.3012,14.682
2025-09-16 16:51:00,103.8172,36.1546,301.1285,374.4886,14.6778
2025-09-16 16:52:00,109.4041,38.9314,301.2391,374.5329,14.6778
2025-09-16 16:53:00,110.688,39.6618,301.4742,374.2927,14.6784
2025-09-16 16:54:00,113.3543,40.5801,302.2265,374.348,14.6784
2025-09-16 16:55:00,109.7046,38.2572,304.4417,374.4176,14.6791
2025-09-16 16:56:00,74.9992,21.1312,309.0345,374.6629,14.6323
2025-09-16 16:57:00,62.4409,14.9354,315.053,373.7435,14.3985
2025-09-16 16:58:00,60.7581,14.4704,315.8206,374.5652,14.399
2025-09-16 16:59:00,53.3016,13.1871,310.3027,373.55,14.2824
2025-09-16 17:00:00,50.8121,13.7734,306.1147,373.123,14.1168
2025-09-16 17:01:00,80.0293,29.2394,303.4843,373.0592,14.1399
2025-09-16 17:02:00,89.8647,33.4656,303.0247,373.7946,14.3689
2025-09-16 17:03:00,63.5016,19.5151,303.248,373.4206,14.3221
2025-09-16 17:04:00,45.3146,11.6716,303.1495,372.449,14.1149
2025-09-16 17:05:00,61.434,20.7546,303.5396,372.5962,14.1155
2025-09-16 17:06:00,67.6963,23.7308,303.0458,372.5455,14.1144
2025-09-16 17:07:00,50.87,15.3672,302.6335,372.1456,14.1121
2025-09-16 17:08:00,41.7644,12.0923,302.2509,371.6628,13.9748
2025-09-16 17:09:00,58.6449,21.9932,301.9461,371.5545,13.9772
2025-09-16 17:10:00,48.301,16.4507,302.632,371.3775,13.9772
2025-09-16 17:11:00,33.6419,8.2639,304.0469,371.1427,13.888
2025-09-16 17:12:00,31.1859,7.3125,305.7849,371.4312,13.8428
2025-09-16 17:13:00,30.6661,7.7108,305.8756,372.1196,13.8412
2025-09-16 17:14:00,39.6382,15.2114,304.0748,370.9829,13.817
2025-09-16 17:15:00,38.4658,14.0389,302.9848,370.358,13.7499
2025-09-16 17:16:00,40.9777,14.736,302.5409,369.6053,13.7065
2025-09-16 17:17:00,33.3552,10.3993,303.0056,370.0257,13.7065
2025-09-16 17:18:00,30.5575,9.3044,302.7671,370.3875,13.6812
2025-09-16 17:19:00,22.6692,5.4211,302.8819,370.0377,13.591
2025-09-16 17:20:00,20.1351,4.5691,303.0004,370.3424,13.5486
2025-09-16 17:21:00,18.7189,4.3368,302.2056,369.2485,13.437
2025-09-16 17:22:00,17.3028,4.027,302.5746,368.7545,13.3962
2025-09-16 17:23:00,16.0527,3.6066,303.122,368.6492,13.2665
2025-09-16 17:24:00,15.6986,3.5181,304.4349,369.7629,13.2658
2025-09-16 17:25:00,16.1301,3.9827,305.2278,369.56,13.1737
2025-09-16 17:26:00,15.8646,3.9274,307.031,369.5931,13.1737
2025-09-16 17:27:00,15.8314,3.9274,308.6065,370.2836,13.1746
2025-09-16 17:28:00,15.1233,3.8389,307.0798,369.8743,13.1746
2025-09-16 17:29:00,14.493,3.7947,305.2118,369.5675,13.1752
2025-09-16 17:30:00,13.9621,3.6288,304.759,369.6354,13.1755
2025-09-16 17:31:00,13.3534,3.7726,304.3326,369.0528,13.1117
2025-09-16 17:32:00,11.6494,2.9981,304.791,369.0454,13.0479
2025-09-16 17:33:00,10.4103,2.6551,305.3157,369.6917,13.0488
2025-09-16 17:34:00,10.1448,2.9649,305.0451,368.6354,12.9874
2025-09-16 17:35:00,10.1559,3.0091,305.2378,367.9651,12.9216
2025-09-16 17:36:00,8.9722,2.445,305.5812,368.4422,12.9198
2025-09-16 17:37:00,8.2642,2.5777,305.2804,368.9934,12.9194
2025-09-16 17:38:00,6.9588,2.1352,305.5463,368.9943,12.9217
2025-09-16 17:39:00,5.941,1.8365,306.0498,369.111,12.9228
2025-09-16 17:40:00,5.5428,2.0357,306.6446,369.4855,12.9226
2025-09-16 17:41:00,4.9234,2.0136,308.332,369.0619,12.9221
2025-09-16 17:42:00,4.2264,1.8366,310.4926,368.5779,12.9226
2025-09-16 17:43:00,3.7727,1.737,313.75,369.278,12.9252
2025-09-16 17:44:00,3.3301,1.5046,320.2332,369.5988,12.9252
2025-09-16 17:45:00,3.4408,1.6263,328.8614,370.1173,12.927
2025-09-16 17:46:00,3.0978,1.3608,336.9397,370.7167,12.9273
2025-09-16 17:47:00,2.9761,1.2944,342.7099,371.5194,12.9264
2025-09-16 17:48:00,2.7548,1.1064,347.1746,371.7357,12.9255
2025-09-16 17:49:00,2.5114,1.0732,349.9328,371.9494,12.9261
2025-09-16 17:50:00,2.3566,1.0068,351.079,371.7461,12.9275
2025-09-16 17:51:00,2.1464,0.9183,350.8024,371.7572,12.9275
2025-09-16 17:52:00,1.726,0.6196,349.972,372.1778,12.9255
2025-09-16 17:53:00,1.7703,0.7302,349.629,372.3991,12.9255
2025-09-16 17:54:00,1.7923,0.8962,349.4504,372.4522,12.9271
2025-09-16 17:55:00,1.6817,0.9957,349.3749,372.1995,12.9274
2025-09-16 17:56:00,1.3387,0.7745,348.682,372.1706,12.9282
2025-09-16 17:57:00,1.0621,0.5089,346.8938,372.4846,12.929
2025-09-16 17:58:00,1.2502,0.874,343.6532,371.9657,12.9292
2025-09-16 17:59:00,0.7191,0.6417,339.5876,371.606,12.9302
2025-09-16 18:00:00,0.5532,0.7855,335.3833,371.4843,12.9302
2025-09-16 18:01:00,0.3209,0.8409,332.6575,371.0387,12.9276
2025-09-16 18:02:00,-0.1106,0.7855,331.2523,370.6294,12.9276
2025-09-16 18:03:00,-0.4094,0.7413,331.8591,370.4629,12.9068
2025-09-16 18:04:00,-0.7856,0.4315,334.9529,371.1122,12.929
2025-09-16 18:05:00,-0.4205,0.7745,338.8961,371.4034,12.9297
2025-09-16 18:06:00,-0.4426,0.8077,343.5361,371.2631,12.9303
2025-09-16 18:07:00,-0.6639,0.3872,347.5768,371.9181,12.9308
2025-09-16 18:08:00,-0.2987,0.6528,350.0882,372.2279,12.9329
2025-09-16 18:09:00,-0.1438,0.7745,351.8474,371.9071,12.9329
2025-09-16 18:10:00,-0.5864,0.2434,353.416,372.4577,12.9344
2025-09-16 18:11:00,-0.3319,0.3762,353.5948,372.6253,12.9348
2025-09-16 18:12:00,-0.2434,0.4758,353.4732,372.9467,12.9349
2025-09-16 18:13:00,-0.177,0.5422,353.5508,372.5376,12.9349
2025-09-16 18:14:00,-0.2102,0.5864,353.7945,372.5823,12.935
2025-09-16 18:15:00,-0.3873,0.4426,354.0607,372.2623,12.9352
2025-09-16 18:16:00,-0.3873,0.4094,354.173,372.297,12.9355
2025-09-16 18:17:00,-0.4647,0.343,354.1593,372.3932,12.9369
2025-09-16 18:18:00,-0.5532,0.2323,354.5314,373.1526,13.0028
2025-09-16 18:19:00,-0.177,0.6307,354.4439,373.3638,13.0695
2025-09-16 18:20:00,-0.4094,0.4536,354.4891,373.2873,13.0697
2025-09-16 18:21:00,-0.3983,0.4204,354.2329,373.2855,13.0694
2025-09-16 18:22:00,-0.343,0.5421,353.9766,373.1288,13.0691
2025-09-16 18:23:00,-0.4868,0.3983,354.144,373.0752,13.0694
2025-09-16 18:24:00,-0.686,0.1881,354.4015,373.2555,13.07
2025-09-16 18:25:00,-0.4315,0.3873,354.3572,373.4215,13.07
2025-09-16 18:26:00,-0.4315,0.3319,354.3951,373.2939,13.071
2025-09-16 18:27:00,-0.3983,0.4426,354.2955,373.2939,13.071
2025-09-16 18:28:00,-0.3762,0.4868,354.1783,373.1098,13.0718
2025-09-16 18:29:00,-0.4868,0.3762,354.2345,373.188,13.0719
2025-09-16 18:30:00,-0.5975,0.2987,354.2801,372.9348,13.0721
2025-09-16 18:31:00,-0.4094,0.4647,354.1375,372.9913,13.0724
2025-09-16 18:32:00,-0.7081,0.1881,354.369,373.1675,13.0722
2025-09-16 18:33:00,-0.52,0.3541,354.1659,373.2409,13.0714
2025-09-16 18:34:00,-0.5311,0.3651,354.1437,373.1082,13.0714
2025-09-16 18:35:00,-0.5422,0.3319,353.8488,373.0016,13.0722
2025-09-16 18:36:00,-0.6196,0.2987,353.2956,373.1455,13.0722
2025-09-16 18:37:00,-0.5532,0.3098,352.4888,373.3459,13.0725
2025-09-16 18:38:00,-0.3651,0.5975,351.416,372.9925,13.0726
2025-09-16 18:39:00,-0.6086,0.3541,350.8412,372.8822,13.0727
2025-09-16 18:40:00,-0.5643,0.4758,350.6978,372.5948,13.0727
2025-09-16 18:41:00,-0.7524,0.3541,351.1294,372.5505,13.0727
2025-09-16 18:42:00,-0.8962,0.1549,352.081,373.0485,13.0727
2025-09-16 18:43:00,-0.5864,0.3983,352.5568,373.0595,13.0727
2025-09-16 18:44:00,-0.6418,0.3873,352.7451,372.717,13.0728
2025-09-16 18:45:00,-0.7745,0.2656,352.6005,372.6166,13.029
2025-09-16 18:46:00,-0.7081,0.2877,352.3024,373.1706,13.0728
2025-09-16 18:47:00,-0.6639,0.343,352.0256,373.1041,13.0728
2025-09-16 18:48:00,-0.7082,0.2545,352.036,373.0928,13.0728
2025-09-16 18:49:00,-0.6639,0.2766,351.7029,373.391,13.0727
2025-09-16 18:50:00,-0.4869,0.4537,351.0723,373.1034,13.0727
2025-09-16 18:51:00,-0.3541,0.686,350.6084,373.0483,13.0727
2025-09-16 18:52:00,-0.5201,0.5533,350.5863,372.7274,13.0727
2025-09-16 18:53:00,-0.7524,0.3319,350.6652,372.8947,13.073
2025-09-16 18:54:00,-0.686,0.343,350.3999,373.0277,13.073
2025-09-16 18:55:00,-0.5754,0.4205,350.2641,372.8145,13.0725
2025-09-16 18:56:00,-0.4979,0.6196,350.0619,372.391,13.0719
2025-09-16 18:57:00,-0.8299,0.3209,350.3148,372.4893,13.0717
2025-09-16 18:58:00,-0.7082,0.4315,349.3492,372.7411,13.0712
2025-09-16 18:59:00,-0.6971,0.4869,346.8416,372.0371,13.0053
2025-09-16 19:00:00,-0.9848,0.2988,343.5906,371.4207,12.9185
2025-09-16 19:01:00,-0.841,0.4648,340.6199,371.338,12.8967
2025-09-16 19:02:00,-0.9959,0.4315,338.3569,370.8333,12.8307
2025-09-16 19:03:00,-0.9959,0.5754,336.4151,370.219,12.8088
2025-09-16 19:04:00,-1.1286,0.5533,334.2455,370.1294,12.8086
2025-09-16 19:05:00,-1.3167,0.4979,331.7661,369.7853,12.8084
2025-09-16 19:06:00,-1.3057,0.5311,328.756,369.8844,12.8082
2025-09-16 19:07:00,-1.2725,0.7192,323.2657,369.4282,12.8078
2025-09-16 19:08:00,-1.3831,0.7856,317.7111,368.9746,12.8078
2025-09-16 19:09:00,-1.6708,0.7635,313.3792,368.2937,12.8087
