Time(UTC),swd_1,swu_1,lwd_1,lwu_1,t_rad_1
2024-09-17 14:27:00,415.36,100.0602,339.4314,404.7741,19.11212
2024-09-17 14:28:00,518.9357,131.5367,342.635,410.6982,19.40011
2024-09-17 14:29:00,507.1685,127.1341,341.1212,414.3823,19.51709
2024-09-17 14:30:00,354.3496,85.01785,336.0595,413.7888,19.75089
2024-09-17 14:31:00,169.5762,33.87782,328.505,404.0581,19.45984
2024-09-17 14:32:00,284.8547,69.59167,324.1449,399.5543,19.11429
2024-09-17 14:33:00,452.335,116.0067,324.8817,403.1411,19.1148
2024-09-17 14:34:00,448.4445,113.4951,325.7646,406.2353,19.14359
2024-09-17 14:35:00,446.8782,113.4726,325.9064,406.8303,19.17246
2024-09-17 14:36:00,447.8389,113.8151,326.7259,409.0873,19.43192
2024-09-17 14:37:00,445.5122,113.8262,325.1045,407.5653,19.45995
2024-09-17 14:38:00,428.8915,108.827,323.9537,406.8458,19.42671
2024-09-17 14:39:00,431.4185,109.7228,323.4873,407.6623,19.4556
2024-09-17 14:40:00,406.3854,101.8843,322.9853,405.5258,19.37147
2024-09-17 14:41:00,405.6538,102.006,322.8633,405.4923,19.22718
2024-09-17 14:42:00,418.4541,106.7531,323.2274,407.484,19.43009
2024-09-17 14:43:00,338.4536,82.79755,321.9324,404.5641,19.20006
2024-09-17 14:44:00,412.5731,104.4511,323.1128,407.8328,19.43112
2024-09-17 14:45:00,413.8415,105.2559,323.6469,406.9049,19.46051
2024-09-17 14:46:00,414.3397,105.9195,323.4684,405.167,19.31602
2024-09-17 14:47:00,392.1587,99.40533,322.8017,403.6487,19.17116
2024-09-17 14:48:00,381.1195,96.65144,322.8525,402.6156,19.11377
2024-09-17 14:49:00,395.7802,100.5432,323.5996,403.9037,19.10879
2024-09-17 14:50:00,400.4346,101.5383,323.7711,405.3579,19.10779
2024-09-17 14:51:00,406.4216,103.5411,322.5089,406.8172,19.10966
2024-09-17 14:52:00,400.1049,102.3693,321.9951,406.0383,19.19666
2024-09-17 14:53:00,384.7754,97.59325,322.8001,408.0614,19.37008
2024-09-17 14:54:00,385.2723,98.71375,322.0469,407.1564,19.45813
2024-09-17 14:55:00,378.6901,96.98733,322.2039,407.578,19.45835
2024-09-17 14:56:00,381.1243,97.61269,321.8943,407.9164,19.45944
2024-09-17 14:57:00,379.229,97.13712,321.9717,408.1819,19.45944
2024-09-17 14:58:00,378.2621,97.48022,321.7436,407.2461,19.46021
2024-09-17 14:59:00,378.86,97.52451,321.9651,406.6493,19.51862
2024-09-17 15:00:00,376.3645,98.14387,321.419,406.612,19.54512
2024-09-17 15:01:00,287.6172,71.83284,320.6973,403.5235,19.45517
2024-09-17 15:02:00,363.4609,95.33553,320.9886,402.4552,19.45597
2024-09-17 15:03:00,366.6515,96.29934,321.5399,403.1184,19.42867
2024-09-17 15:04:00,364.5567,95.52514,320.0598,401.8817,19.16965
2024-09-17 15:05:00,359.4666,94.23428,320.1206,401.5138,19.10681
2024-09-17 15:06:00,355.5431,92.99551,320.0764,402.83,19.10681
2024-09-17 15:07:00,354.5483,93.58957,319.4716,401.3708,19.10882
2024-09-17 15:08:00,354.2496,93.72164,320.658,401.9372,19.10922
2024-09-17 15:09:00,354.6139,94.4305,320.2104,401.0591,19.04982
2024-09-17 15:10:00,338.5193,89.58718,320.7704,401.4652,19.04733
2024-09-17 15:11:00,290.8716,75.54081,320.3328,400.6626,18.93282
2024-09-17 15:12:00,178.586,40.23689,320.2852,397.1534,18.75989
2024-09-17 15:13:00,296.5552,77.12255,321.1921,399.3654,18.75989
2024-09-17 15:14:00,332.9621,88.81426,321.1099,401.8944,18.76315
2024-09-17 15:15:00,334.7575,89.74332,321.0767,402.2815,18.76315
2024-09-17 15:16:00,335.6544,90.59646,321.519,402.5039,18.96309
2024-09-17 15:17:00,336.6514,91.21658,320.403,400.4263,18.76569
2024-09-17 15:18:00,334.6584,90.77145,320.7589,401.1226,18.79492
2024-09-17 15:19:00,329.4735,89.66274,320.6849,400.0398,18.76764
2024-09-17 15:20:00,330.2713,89.16473,322.0186,401.2958,18.79615
2024-09-17 15:21:00,331.7998,90.50137,322.2137,401.8545,18.85393
2024-09-17 15:22:00,330.1373,90.20276,323.2927,402.4247,18.93914
2024-09-17 15:23:00,329.0089,89.6396,324.9862,404.4176,19.07649
2024-09-17 15:24:00,330.3061,90.53561,325.2745,404.2305,19.10403
2024-09-17 15:25:00,332.4327,91.31197,326.4645,404.0398,19.10556
2024-09-17 15:26:00,336.3554,91.76652,327.5517,404.5417,19.10632
2024-09-17 15:27:00,328.774,90.71702,328.2142,404.6965,19.13561
2024-09-17 15:28:00,292.1651,78.48643,328.0562,401.9525,19.10815
2024-09-17 15:29:00,265.5326,70.48905,326.8084,401.7548,19.10838
2024-09-17 15:30:00,299.3172,84.0571,324.4071,402.1267,19.10953
2024-09-17 15:31:00,274.9449,74.83294,323.3232,401.4521,19.10953
2024-09-17 15:32:00,163.2572,41.94014,321.3092,399.3055,18.91176
2024-09-17 15:33:00,147.0883,33.00356,320.9119,395.8667,18.7141
2024-09-17 15:34:00,282.6901,80.52862,321.3353,398.1477,18.68316
2024-09-17 15:35:00,273.0469,77.4313,321.274,399.2251,18.7644
2024-09-17 15:36:00,270.7191,76.66823,321.1716,398.6583,18.73644
2024-09-17 15:37:00,274.9743,78.17255,321.4898,398.678,18.70856
2024-09-17 15:38:00,273.345,77.76333,321.994,399.9011,18.76465
2024-09-17 15:39:00,248.3073,70.55406,321.1477,399.1123,18.73856
2024-09-17 15:40:00,168.4752,42.78149,320.6465,395.7685,18.45907
2024-09-17 15:41:00,222.8046,61.84707,321.2193,396.1615,18.43251
2024-09-17 15:42:00,268.4893,78.03841,321.4979,397.8884,18.43277
2024-09-17 15:43:00,264.6655,76.33537,321.4679,398.6991,18.43336
2024-09-17 15:44:00,259.2124,74.69867,321.6206,399.3939,18.51753
2024-09-17 15:45:00,253.6269,73.05065,322.1365,399.9651,18.65627
2024-09-17 15:46:00,252.9973,73.21606,322.1679,400.4826,18.76376
2024-09-17 15:47:00,250.9691,73.29348,321.803,399.454,18.76376
2024-09-17 15:48:00,246.3132,72.46534,321.5337,398.7327,18.73787
2024-09-17 15:49:00,239.7298,70.25333,320.8021,396.8398,18.48624
2024-09-17 15:50:00,235.6729,68.65097,321.7256,398.539,18.62698
2024-09-17 15:51:00,239.0308,70.64252,321.9763,398.6909,18.68344
2024-09-17 15:52:00,241.4595,71.96775,321.5812,397.973,18.65607
2024-09-17 15:53:00,228.3606,67.16582,320.5668,396.3924,18.48922
2024-09-17 15:54:00,224.9357,66.19283,320.2982,396.3453,18.43369
2024-09-17 15:55:00,227.6949,67.79778,320.523,396.2065,18.43463
2024-09-17 15:56:00,228.8254,68.51668,320.6889,396.4831,18.43463
2024-09-17 15:57:00,221.4406,66.35929,320.6914,396.175,18.43097
2024-09-17 15:58:00,224.2661,67.63103,320.9971,396.2594,18.43024
2024-09-17 15:59:00,222.1715,67.32207,321.3385,396.115,18.43211
2024-09-17 16:00:00,221.0078,66.89109,321.7083,396.4298,18.43304
2024-09-17 16:01:00,219.3232,66.81863,295.5978,370.6184,13.39587
2024-09-17 16:02:00,217.1673,66.80727,243.2886,318.0121,3.321533
2024-09-17 16:03:00,215.293,66.51387,245.457,319.8947,3.710526
2024-09-17 16:04:00,215.4133,67.18781,254.6872,329.2204,5.655487
2024-09-17 16:05:00,213.6433,66.7473,254.9295,329.3416,5.655487
2024-09-17 16:06:00,205.4161,64.16561,263.4414,337.8369,7.365768
2024-09-17 16:07:00,184.822,56.4481,265.2999,338.8175,7.707825
2024-09-17 16:08:00,186.934,57.87379,269.9009,342.9503,8.560817
2024-09-17 16:09:00,198.3186,62.89414,274.2253,347.2237,9.340515
2024-09-17 16:10:00,179.7761,55.68407,276.5975,349.4533,9.773366
2024-09-17 16:11:00,165.5101,50.33128,282.1656,354.4518,10.78531
2024-09-17 16:12:00,156.4021,47.35582,282.45,354.3643,10.78531
2024-09-17 16:13:00,155.1893,47.13005,289.527,361.0524,12.0759
2024-09-17 16:14:00,153.5117,46.94433,289.7455,360.9322,12.0759
2024-09-17 16:15:00,158.1454,49.42096,294.1936,365.4702,12.89463
2024-09-17 16:16:00,153.9149,47.86375,294.385,365.5857,12.90231
2024-09-17 16:17:00,145.8018,44.88644,297.0006,367.8059,13.35081
2024-09-17 16:18:00,142.8713,44.34314,299.6489,370.4517,13.79932
2024-09-17 16:19:00,138.8454,42.92479,300.7419,371.0103,13.92343
2024-09-17 16:20:00,131.4164,40.35022,304.0523,373.9832,14.52079
2024-09-17 16:21:00,125.4261,38.2225,303.8305,373.4341,14.40485
2024-09-17 16:22:00,121.0575,36.72874,306.6652,375.7894,14.87173
2024-09-17 16:23:00,111.5069,33.15956,306.9708,375.8986,14.87173
2024-09-17 16:24:00,110.6983,33.19424,309.1168,377.9947,15.20228
2024-09-17 16:25:00,107.8689,32.32683,310.2609,378.9773,15.36755
2024-09-17 16:26:00,107.6858,32.5013,311.553,379.9858,15.54518
2024-09-17 16:27:00,106.5186,32.3042,312.5939,380.754,15.72281
2024-09-17 16:28:00,104.598,31.83842,312.4756,380.8633,15.67907
2024-09-17 16:29:00,97.68964,29.13627,313.4326,381.5813,15.80215
2024-09-17 16:30:00,96.02721,28.69879,313.7935,381.45,15.80215
2024-09-17 16:31:00,94.76051,28.45661,315.0374,382.3703,16.02186
2024-09-17 16:32:00,93.09945,27.97909,315.4855,382.6857,16.0658
2024-09-17 16:33:00,92.60727,27.90813,316.5119,383.4893,16.20764
2024-09-17 16:34:00,91.94482,27.77409,317.0744,384.1705,16.27856
2024-09-17 16:35:00,91.34808,27.69484,317.4,384.1439,16.31034
2024-09-17 16:36:00,89.13415,26.90035,317.5649,384.2072,16.32335
2024-09-17 16:37:00,85.68018,25.64261,317.3309,384.0919,16.24492
2024-09-17 16:38:00,82.54504,24.50779,317.6261,384.1692,16.28265
2024-09-17 16:39:00,80.66827,23.87122,317.8236,384.6082,16.28265
2024-09-17 16:40:00,76.13271,22.08637,318.4336,385.3081,16.3736
2024-09-17 16:41:00,72.05733,20.58467,318.6984,384.945,16.39178
2024-09-17 16:42:00,69.90929,19.79043,319.1209,385.1733,16.43619
2024-09-17 16:43:00,67.70492,18.99563,319.2638,385.2867,16.42977
2024-09-17 16:44:00,65.06023,17.9996,319.199,385.216,16.35161
2024-09-17 16:45:00,63.05675,17.42531,319.6282,385.1382,16.39859
2024-09-17 16:46:00,62.11068,17.2823,319.0489,384.3719,16.29729
2024-09-17 16:47:00,62.89024,17.62424,319.5633,384.3249,16.30246
2024-09-17 16:48:00,65.47718,18.95624,319.7064,384.468,16.30246
2024-09-17 16:49:00,67.10398,19.80191,320.1173,384.5229,16.33959
2024-09-17 16:50:00,69.52216,20.9712,320.3162,385.0031,16.34702
2024-09-17 16:51:00,71.96413,22.10043,320.432,385.2791,16.36774
2024-09-17 16:52:00,72.26936,22.19434,320.724,385.9736,16.38846
2024-09-17 16:53:00,71.70214,22.04185,320.843,386.1089,16.39319
2024-09-17 16:54:00,72.08408,22.28234,321.118,386.2671,16.41684
2024-09-17 16:55:00,71.67615,22.15003,320.7658,385.5621,16.34081
2024-09-17 16:56:00,69.8217,21.46494,320.7769,384.7195,16.28693
2024-09-17 16:57:00,69.00546,21.17815,320.9975,385.1607,16.28693
2024-09-17 16:58:00,67.40148,20.68715,321.1408,385.2655,16.29856
2024-09-17 16:59:00,64.94962,19.8402,321.3504,384.3138,16.30438
2024-09-17 17:00:00,61.55938,18.57376,321.7528,383.9854,16.31125
2024-09-17 17:01:00,58.68718,17.60505,321.9565,384.0212,16.31812
2024-09-17 17:02:00,55.73172,16.43583,322.3325,384.6541,16.3209
2024-09-17 17:03:00,53.61429,15.76631,321.9395,384.6073,16.20855
2024-09-17 17:04:00,51.83672,15.31364,322.0215,384.5237,16.18329
2024-09-17 17:05:00,49.1419,14.42232,321.885,383.8811,16.11501
2024-09-17 17:06:00,46.65918,13.66092,321.7079,383.2428,16.04108
2024-09-17 17:07:00,44.49037,12.94505,322.1618,383.6841,16.04537
2024-09-17 17:08:00,43.15726,12.61469,322.4882,384.1035,16.04752
2024-09-17 17:09:00,41.53656,12.33945,322.7673,383.0727,16.05108
2024-09-17 17:10:00,39.65355,11.65631,323.436,383.2975,16.0582
2024-09-17 17:11:00,38.17384,11.1925,323.8244,384.1624,16.03461
2024-09-17 17:12:00,36.76356,10.80696,324.3338,384.6451,16.06647
2024-09-17 17:13:00,35.5812,10.50861,323.6751,384.1963,15.89187
2024-09-17 17:14:00,34.4029,10.29987,323.1378,383.2794,15.77305
2024-09-17 17:15:00,32.96702,9.869107,323.5619,383.307,15.77411
2024-09-17 17:16:00,32.00744,9.737073,323.7736,383.9091,15.77724
2024-09-17 17:17:00,30.68303,9.406072,324.1953,383.7376,15.78036
2024-09-17 17:18:00,29.46833,9.196423,324.3556,383.5796,15.78187
2024-09-17 17:19:00,27.87884,8.688646,324.3821,382.7817,15.71089
2024-09-17 17:20:00,27.09398,8.511778,324.0116,382.975,15.61267
2024-09-17 17:21:00,25.89243,8.33599,323.5594,381.6681,15.49307
2024-09-17 17:22:00,24.80897,7.960097,323.9021,382.0218,15.49307
2024-09-17 17:23:00,24.10201,7.927132,323.9556,382.0769,15.49511
2024-09-17 17:24:00,22.94126,7.661828,324.0681,381.9574,15.49551
2024-09-17 17:25:00,21.74793,7.352502,324.2032,381.608,15.47204
2024-09-17 17:26:00,20.79778,7.009993,324.4378,382.6185,15.44857
2024-09-17 17:27:00,19.75868,6.822109,324.0515,381.9344,15.35148
2024-09-17 17:28:00,18.45507,6.601366,323.8723,380.675,15.30507
2024-09-17 17:29:00,17.07288,6.103775,324.0943,380.9413,15.28085
2024-09-17 17:30:00,17.15138,6.059932,323.7142,381.4494,15.20978
2024-09-17 17:31:00,17.2509,6.13734,323.8579,381.6706,15.20978
2024-09-17 17:32:00,16.30075,6.148727,324.1122,381.2865,15.21043
2024-09-17 17:33:00,15.49388,6.137833,324.267,382.0511,15.21075
2024-09-17 17:34:00,14.91891,6.016227,324.3345,382.2407,15.21106
2024-09-17 17:35:00,13.69144,5.573898,323.8473,381.2894,15.09097
2024-09-17 17:36:00,12.59665,5.385925,323.9025,380.9247,15.09103
2024-09-17 17:37:00,10.90493,4.833117,323.6057,379.2141,14.97155
2024-09-17 17:38:00,10.27452,4.401787,323.6115,380.3923,14.92371
2024-09-17 17:39:00,10.1308,4.711487,323.6274,380.2426,14.92467
2024-09-17 17:40:00,8.814692,4.390757,323.9049,379.0935,14.92487
2024-09-17 17:41:00,7.852752,3.970617,323.9902,378.6719,14.87775
2024-09-17 17:42:00,7.089722,3.78266,323.5856,377.7595,14.78287
2024-09-17 17:43:00,6.160756,3.417727,323.8392,378.2132,14.78295
2024-09-17 17:44:00,5.696424,3.274061,323.9041,378.3021,14.78311
2024-09-17 17:45:00,4.767269,2.975396,323.5923,377.105,14.68858
2024-09-17 17:46:00,4.059204,2.477552,324.3544,379.3582,14.75948
2024-09-17 17:47:00,4.158749,2.6324,324.2106,380.0993,14.75948
2024-09-17 17:48:00,3.793802,2.765162,324.0059,379.2317,14.76268
2024-09-17 17:49:00,3.041686,2.477592,323.5136,378.8833,14.64514
2024-09-17 17:50:00,2.787313,2.488673,323.2255,378.828,14.64516
2024-09-17 17:51:00,2.510815,2.499754,323.2251,378.5183,14.64517
2024-09-17 17:52:00,2.223262,2.344932,323.3032,378.8626,14.64546
2024-09-17 17:53:00,2.687889,2.643644,322.9175,379.5623,14.64603
2024-09-17 17:54:00,2.732134,2.776379,322.0235,378.7014,14.5051
2024-09-17 17:55:00,2.522122,2.776546,321.7658,378.0601,14.50525
2024-09-17 17:56:00,2.323007,2.688051,321.6663,378.0933,14.50525
2024-09-17 17:57:00,2.256579,2.699045,321.605,378.5836,14.50589
2024-09-17 17:58:00,2.002152,2.842835,321.3737,377.976,14.50601
2024-09-17 17:59:00,1.415888,2.510988,320.6628,377.1434,14.36603
2024-09-17 18:00:00,1.460136,2.588422,320.612,377.7564,14.38944
2024-09-17 18:01:00,1.261027,2.754348,320.2102,377.3325,14.36623
2024-09-17 18:02:00,0.6083914,2.566306,320.144,376.3815,14.3437
2024-09-17 18:03:00,0.2876032,2.267641,320.1662,376.9125,14.3437
2024-09-17 18:04:00,0.1880537,2.267707,319.4575,376.2165,14.23303
2024-09-17 18:05:00,-0.1769918,2.068591,319.6787,376.5815,14.23303
2024-09-17 18:06:00,-0.4314238,1.946941,319.6505,377.0077,14.2321
2024-09-17 18:07:00,-0.5199258,1.991205,319.4372,376.7285,14.23163
2024-09-17 18:08:00,-0.6747921,1.891629,319.5588,376.9935,14.23357
2024-09-17 18:09:00,-0.9624004,1.670373,319.4591,376.7054,14.2355
2024-09-17 18:10:00,-0.8075311,1.747807,319.3462,377.5437,14.23507
2024-09-17 18:11:00,-0.9845212,2.024353,319.0027,376.6249,14.23288
2024-09-17 18:12:00,-1.415941,1.581871,319.1134,377.2554,14.23288
2024-09-17 18:13:00,-1.073005,1.913709,318.6997,377.2282,14.23191
2024-09-17 18:14:00,-1.449107,1.725654,317.9783,376.2412,14.11629
2024-09-17 18:15:00,-1.615052,1.482307,317.9222,376.9601,14.0957
2024-09-17 18:16:00,-1.29426,1.747804,317.5967,376.5353,14.09695
2024-09-17 18:17:00,-1.41596,1.681458,317.3908,376.6178,14.07528
2024-09-17 18:18:00,-1.526627,1.814252,316.6883,375.4192,13.98604
2024-09-17 18:19:00,-2.024422,1.592993,316.7007,374.712,13.96353
2024-09-17 18:20:00,-1.902668,1.548684,316.7921,375.5868,13.96567
2024-09-17 18:21:00,-1.725676,1.526559,316.8031,375.5646,13.96567
2024-09-17 18:22:00,-1.670387,1.648262,316.5666,375.727,13.96709
2024-09-17 18:23:00,-1.758889,1.327463,316.6675,377.067,13.96738
2024-09-17 18:24:00,-1.106227,1.85846,316.3267,376.7709,13.96581
2024-09-17 18:25:00,-1.393854,1.769973,316.3731,375.977,13.96423
2024-09-17 18:26:00,-1.592982,1.946978,316.223,374.7429,13.91979
2024-09-17 18:27:00,-2.157179,1.703619,316.0001,373.724,13.8309
2024-09-17 18:28:00,-1.703619,1.902743,315.6024,373.4701,13.76285
2024-09-17 18:29:00,-2.035568,1.825373,315.463,371.7951,13.69806
2024-09-17 18:30:00,-2.256825,1.637304,315.7617,371.4189,13.69806
2024-09-17 18:31:00,-2.323111,1.371739,315.8774,373.4352,13.70058
2024-09-17 18:32:00,-1.681475,1.703599,315.7147,373.98,13.70108
2024-09-17 18:33:00,-1.482354,1.803162,315.7736,374.0057,13.70175
2024-09-17 18:34:00,-1.69254,1.526605,315.7661,374.7727,13.70242
2024-09-17 18:35:00,-1.183676,1.85848,315.5193,374.8137,13.70183
2024-09-17 18:36:00,-1.261128,1.803192,315.4361,374.7313,13.69885
2024-09-17 18:37:00,-1.449191,1.891692,315.5578,374.0343,13.69885
2024-09-17 18:38:00,-1.548768,1.902772,315.4886,374.5851,13.7005
2024-09-17 18:39:00,-1.902772,1.482392,315.8537,375.094,13.7005
2024-09-17 18:40:00,-1.327552,1.792209,315.5597,375.687,13.7018
2024-09-17 18:41:00,-1.427149,1.825423,315.6285,375.0709,13.70245
2024-09-17 18:42:00,-1.526686,1.958143,315.2086,373.8755,13.61335
2024-09-17 18:43:00,-1.747913,1.626223,315.5451,374.8635,13.63675
2024-09-17 18:44:00,-1.349657,1.947045,315.1948,374.1704,13.59197
2024-09-17 18:45:00,-1.515612,1.869623,315.0399,372.7106,13.54862
2024-09-17 18:46:00,-1.581989,1.880686,314.9239,372.0967,13.48134
2024-09-17 18:47:00,-1.847536,1.659462,314.8459,371.7102,13.43802
2024-09-17 18:48:00,-1.770101,1.703722,315.157,372.276,13.43832
2024-09-17 18:49:00,-1.902866,1.659475,315.3396,372.691,13.4394
2024-09-17 18:50:00,-1.83649,1.582036,315.5414,374.121,13.43994
2024-09-17 18:51:00,-1.570983,1.770122,315.752,374.1107,13.44009
2024-09-17 18:52:00,-1.637385,1.571004,315.9408,374.6875,13.4404
2024-09-17 18:53:00,-1.172716,1.803324,315.8866,375.0201,13.44052
2024-09-17 18:54:00,-1.139489,1.858584,316.0247,374.4594,13.44113
2024-09-17 18:55:00,-1.283308,1.814332,316.2681,374.6807,13.44113
2024-09-17 18:56:00,-1.216925,1.75901,316.5379,374.7291,13.44189
2024-09-17 18:57:00,-1.139483,1.936015,316.5941,374.2874,13.44205
2024-09-17 18:58:00,-1.471371,1.626251,316.8952,374.3782,13.44247
2024-09-17 18:59:00,-1.194796,1.89176,317.0856,374.115,13.4429
2024-09-17 19:00:00,-1.670508,1.449249,317.6733,374.3489,13.44322
2024-09-17 19:01:00,-1.183747,1.7369,317.6208,374.6398,13.44385
2024-09-17 19:02:00,-1.360756,1.582017,317.9417,374.2083,13.44385
2024-09-17 19:03:00,-1.183808,1.670608,318.0851,374.6203,13.4444
2024-09-17 19:04:00,-1.405081,1.571035,318.3285,373.9785,13.4444
2024-09-17 19:05:00,-1.427164,1.526734,318.4329,374.2472,13.44493
2024-09-17 19:06:00,-1.416092,1.659483,318.1017,373.4621,13.35582
2024-09-17 19:07:00,-1.626299,1.493541,318.0339,373.66,13.31413
2024-09-17 19:08:00,-1.681622,1.393976,318.3479,373.6423,13.31705
2024-09-17 19:09:00,-1.327595,1.626304,318.2591,373.9075,13.31698
2024-09-17 19:10:00,-1.504601,1.747993,318.1393,372.5041,13.29444
2024-09-17 19:11:00,-1.836499,1.405032,317.91,372.2084,13.20571
2024-09-17 19:12:00,-1.471445,1.36081,318.3225,373.9165,13.27718
2024-09-17 19:13:00,-1.095286,1.659525,317.8018,373.6282,13.21061
2024-09-17 19:14:00,-1.217025,1.781282,317.7289,372.7163,13.19108
2024-09-17 19:15:00,-1.714925,1.659605,317.8346,371.8049,13.19241
2024-09-17 19:16:00,-1.781291,1.405115,317.8847,372.8834,13.19131
2024-09-17 19:17:00,-1.593184,1.394036,317.8243,373.453,13.19022
2024-09-17 19:18:00,-1.161695,1.781266,317.6271,373.4106,13.19057
2024-09-17 19:19:00,-1.548915,1.670615,317.3689,371.7469,13.14818
2024-09-17 19:20:00,-1.759125,1.338705,317.648,373.4975,13.19232
2024-09-17 19:21:00,-1.272318,1.648481,317.3185,373.7541,13.19064
2024-09-17 19:22:00,-1.327635,1.692735,316.6525,372.7118,13.08001
2024-09-17 19:23:00,-1.471485,1.615314,316.4613,372.5216,13.05675
2024-09-17 19:24:00,-1.371922,1.68171,316.2585,372.3745,13.05615
2024-09-17 19:25:00,-1.427258,1.748111,316.1206,372.1377,13.0574
2024-09-17 19:26:00,-1.604314,1.582186,316.3095,372.2835,13.05991
2024-09-17 19:27:00,-1.548984,1.526854,316.0977,372.8236,13.05952
2024-09-17 19:28:00,-1.294464,1.748079,315.9458,372.2494,13.05759
2024-09-17 19:29:00,-1.703824,1.69276,315.8462,371.7184,13.05759
2024-09-17 19:30:00,-1.869792,1.338727,316.0047,372.7954,13.06041
2024-09-17 19:31:00,-1.449367,1.57107,315.6535,373.0418,13.06097
2024-09-17 19:32:00,-1.18383,1.681701,315.5286,373.5583,13.06239
2024-09-17 19:33:00,-1.08425,1.659566,315.5143,373.7208,13.06381
2024-09-17 19:34:00,-0.9736162,1.902975,315.2417,372.7514,13.06461
2024-09-17 19:35:00,-1.051069,1.925116,315.4267,372.8483,13.06619
2024-09-17 19:36:00,-1.382986,1.847669,315.5595,371.941,13.06619
2024-09-17 19:37:00,-1.659621,1.659621,315.8205,371.6059,13.0448
2024-09-17 19:38:00,-1.593237,1.770263,315.9422,371.285,13.0448
2024-09-17 19:39:00,-1.958301,1.205959,316.4659,372.3715,13.02018
2024-09-17 19:40:00,-1.438292,1.338718,316.6856,373.83,13.06354
2024-09-17 19:41:00,-0.9957399,1.67063,316.6253,373.9135,13.06468
2024-09-17 19:42:00,-0.8408467,1.814459,316.4655,373.8754,13.06583
2024-09-17 19:43:00,-1.01787,1.858716,316.5445,372.483,13.06615
2024-09-17 19:44:00,-1.537881,1.294476,316.807,373.4541,13.06778
2024-09-17 19:45:00,-1.006814,1.692776,316.453,373.6754,13.06778
2024-09-17 19:46:00,-1.261282,1.703837,316.3619,372.832,13.06937
2024-09-17 19:47:00,-1.382985,1.438304,316.2956,373.529,13.06937
2024-09-17 19:48:00,-1.117468,1.49365,316.2108,373.8878,13.07028
2024-09-17 19:49:00,-0.9736457,1.781329,315.9915,373.503,13.07074
2024-09-17 19:50:00,-1.18384,1.748101,315.8521,372.9751,13.07132
2024-09-17 19:51:00,-1.526791,1.648492,315.7951,372.22,13.04995
2024-09-17 19:52:00,-1.714882,1.515731,315.7565,371.8828,13.02815
2024-09-17 19:53:00,-1.593207,1.560015,314.7801,371.693,12.87575
2024-09-17 19:54:00,-1.836613,1.582143,314.5978,370.526,12.81015
2024-09-17 19:55:00,-1.858765,1.239177,314.6665,371.8568,12.81076
2024-09-17 19:56:00,-1.316629,1.493655,314.5896,372.4548,12.81088
2024-09-17 19:57:00,-1.139611,1.670692,314.4981,372.1425,12.81041
2024-09-17 19:58:00,-1.294515,1.64857,314.4856,371.754,12.81018
2024-09-17 19:59:00,-1.427314,1.681788,314.4858,370.8037,12.81044
2024-09-17 20:00:00,-1.59333,1.692913,314.5195,370.6069,12.81094
2024-09-17 20:01:00,-1.936324,1.372021,314.7196,370.7069,12.81101
2024-09-17 20:02:00,-1.72602,1.64857,314.2309,369.8507,12.72455
2024-09-17 20:03:00,-2.124332,1.482607,313.4407,369.0385,12.57322
2024-09-17 20:04:00,-1.836678,1.537942,313.6335,370.0284,12.59512
