Time(UTC),uu,uv,uw,uTs,uTc1,uH2O,vv,vw,vTs,vTc1,vH2O,ww,wTs,wTc1,wH2O,TsTs,Tc1Tc1,H2OH2O,u,v,w,Ts,Tc1,H2O,Uyp,WDy,WDyWDy,wgwg,wguy,wgTc2,uywg,uyTc2,Tc2Tc2,wg,Uy,Tc2,wdir_Y
2024-09-17 19:30:00,0.484,-0.029,0.091,-0.033,-0.04,0.015,0.531,-0.039,-0.004,-0.013,0.003,0.187,-0.018,-0.016,0.006,0.0225,0.015876,0.0036,-1.29,0.122,-0.055,22.34,16.17,25.16,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-17 20:00:00,0.602,-0.362,0.07,-0.031,-0.033,0.01,1.16,-0.008,0.044,0.041,-0.015,0.207,-0.026,-0.02,0.008,0.027556,0.019044,0.003364,-1.555,0.889,-0.105,22.08,15.92,25.12,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-17 20:30:00,0.337,-0.116,0.044,-0.017,-0.023,0.003,0.61,0.018,0.008,0.002,-0.003,0.123,-0.015,-0.011,0.002,0.024964,0.0169,0.001521,-0.959,0.325,-0.028,21.65,15.46,25.19,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-17 21:00:00,0.328,-0.152,0.036,-0.021,-0.024,0.001,0.572,-0.012,0.035,0.027,-0.005,0.122,-0.021,-0.016,0.002,0.031684,0.021609,0.001444,-0.866,0.381,-0.042,21.3,15.11,25.21,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-17 21:30:00,0.407,-0.137,0.057,-0.035,-0.033,0.001,0.668,-0.028,0.04,0.032,-0.003,0.12,-0.019,-0.013,0.002,0.038809,0.024649,0.000961,-0.936,0.408,-0.03,21.12,14.93,25.27,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-17 22:00:00,0.495,-0.159,0.055,-0.032,-0.038,0.001,0.734,-0.024,0.024,0.014,-0.006,0.132,-0.019,-0.014,0.001,0.026569,0.017161,0.000729,-0.997,0.817,-0.075,21.09,14.87,25.4,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-17 22:30:00,0.214,-0.029,0.018,-0.017,-0.017,-0.003,0.284,-0.008,0.023,0.012,0.0,0.073,-0.015,-0.01,-0.001,0.032761,0.018496,0.000729,-0.624,0.477,-0.019,20.76,14.52,25.43,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-17 23:00:00,0.154,-0.025,0.01,-0.018,-0.015,-0.002,0.307,0.0,0.03,0.018,0.003,0.052,-0.012,-0.007,-0.001,0.046656,0.030976,0.001681,-0.368,0.474,-0.002,20.49,14.24,25.36,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-17 23:30:00,0.147,0.0,0.025,-0.031,-0.027,-0.006,0.202,-0.014,0.011,0.003,0.002,0.057,-0.015,-0.008,-0.002,0.044521,0.025281,0.002209,-0.609,-0.05,-0.034,20.11,13.89,25.31,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 00:00:00,0.326,-0.127,0.049,-0.038,-0.026,-0.003,0.384,-0.021,0.031,0.017,0.003,0.1,-0.019,-0.011,-0.002,0.030276,0.015376,0.0009,-0.927,0.122,-0.051,20.09,13.88,25.37,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 00:30:00,0.234,-0.085,0.029,-0.027,-0.02,-0.003,0.376,0.001,0.019,0.005,-0.003,0.075,-0.017,-0.01,-0.003,0.027889,0.012544,0.001521,-0.761,0.328,-0.051,20.18,13.95,25.46,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 01:00:00,0.208,-0.082,0.019,-0.027,-0.019,-0.004,0.364,0.016,0.033,0.014,0.003,0.068,-0.009,-0.005,-0.003,0.029241,0.013456,0.002209,-0.708,0.299,-0.017,20.02,13.78,25.5,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 01:30:00,0.219,-0.043,0.032,-0.028,-0.019,-0.006,0.214,-0.005,0.012,-0.004,0.0,0.075,-0.017,-0.01,-0.003,0.0289,0.013924,0.001764,-0.734,0.251,-0.06,19.94,13.69,25.49,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 02:00:00,0.204,-0.068,0.031,-0.021,-0.013,-0.004,0.267,0.002,0.016,0.003,0.001,0.077,-0.013,-0.007,-0.003,0.024964,0.011025,0.001681,-0.738,0.169,-0.018,19.83,13.6,25.42,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 02:30:00,0.235,-0.068,0.051,-0.031,-0.021,-0.007,0.3,-0.009,0.014,0.003,0.0,0.091,-0.015,-0.008,-0.004,0.025921,0.011881,0.001849,-0.82,0.209,-0.038,19.75,13.53,25.36,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 03:00:00,0.226,-0.022,0.031,-0.02,-0.016,-0.004,0.224,0.002,0.005,-0.003,0.0,0.078,-0.01,-0.006,-0.003,0.016641,0.007744,0.001156,-0.745,0.134,-0.031,19.69,13.47,25.38,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 03:30:00,0.305,-0.111,0.03,-0.031,-0.019,-0.003,0.392,-0.022,0.025,0.009,0.001,0.108,-0.018,-0.009,-0.004,0.023716,0.010816,0.001681,-0.767,0.153,-0.056,19.64,13.43,25.39,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 04:00:00,0.596,-0.172,0.066,-0.038,-0.022,-0.006,0.816,-0.035,0.031,0.017,0.0,0.173,-0.016,-0.008,-0.001,0.020449,0.007396,0.000841,-1.371,0.603,-0.066,19.76,13.56,25.42,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 04:30:00,0.75,-0.191,0.104,-0.033,-0.027,-0.005,1.034,-0.027,0.018,0.005,-0.003,0.211,-0.016,-0.009,-0.002,0.013689,0.004761,0.000576,-1.415,0.631,-0.096,19.75,13.56,25.42,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 05:00:00,0.413,-0.195,0.031,-0.014,-0.011,-0.002,0.789,-0.012,0.014,0.001,-0.001,0.139,-0.012,-0.005,-0.001,0.012321,0.004356,0.000625,-0.956,0.675,-0.07,19.64,13.45,25.34,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 05:30:00,0.528,-0.145,0.054,-0.014,-0.011,-0.001,0.616,0.006,0.009,-0.001,-0.003,0.148,-0.009,-0.003,0.001,0.006084,0.001521,0.000625,-1.056,0.729,-0.039,19.53,13.39,25.35,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 06:00:00,0.279,-0.066,0.03,-0.004,0.001,0.005,0.528,-0.017,-0.007,-0.014,-0.005,0.087,-0.001,0.002,0.004,0.002601,0.001225,0.001681,-0.854,1.083,-0.011,19.53,13.41,25.51,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 06:30:00,0.509,-0.098,0.077,0.001,0.003,0.006,0.971,-0.02,-0.019,-0.01,-0.003,0.173,0.005,0.005,0.006,0.004489,0.001849,0.0025,-1.5,1.395,-0.053,19.39,13.31,25.46,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 07:00:00,0.593,-0.068,0.082,0.002,0.01,0.01,0.896,-0.026,-0.026,-0.019,-0.01,0.164,0.007,0.008,0.009,0.0064,0.0036,0.003969,-1.47,1.752,-0.032,19.43,13.37,25.54,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 07:30:00,0.45,-0.089,0.044,0.0,0.008,0.007,0.491,-0.008,-0.011,-0.011,-0.005,0.115,0.007,0.009,0.01,0.006889,0.005776,0.005625,-1.424,1.259,-0.079,19.71,13.69,25.69,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 08:00:00,0.371,-0.094,0.037,0.017,0.032,0.019,0.454,-0.011,-0.018,-0.017,-0.007,0.097,0.011,0.013,0.012,0.0169,0.020736,0.014884,-1.261,1.225,-0.08,20.07,14.17,25.85,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 08:30:00,0.535,-0.197,0.082,0.022,0.024,0.021,0.583,-0.005,-0.031,-0.029,-0.014,0.164,0.02,0.02,0.021,0.024964,0.021025,0.0196,-1.571,1.081,-0.084,20.47,14.65,25.95,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 09:00:00,0.598,-0.126,0.088,0.066,0.074,0.053,0.738,-0.011,-0.055,-0.054,-0.015,0.149,0.034,0.033,0.028,0.049729,0.060025,0.034596,-1.483,1.15,-0.099,20.98,15.41,26.05,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 09:30:00,0.521,-0.168,0.087,0.076,0.067,0.049,0.779,-0.011,-0.098,-0.058,-0.011,0.157,0.049,0.043,0.038,0.099856,0.087025,0.0529,-1.811,1.246,-0.092,21.7,16.32,26.27,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 10:00:00,0.32,-0.091,0.05,0.065,0.074,0.057,0.529,-0.007,-0.071,-0.044,-0.069,0.111,0.058,0.059,0.053,0.141376,0.162409,0.128881,-0.974,0.844,-0.041,22.7,17.41,26.72,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 10:30:00,0.552,-0.101,0.06,0.072,0.077,0.047,0.884,-0.035,-0.12,-0.148,-0.053,0.115,0.051,0.049,0.046,0.139876,0.168921,0.138384,-1.239,1.329,-0.07,23.66,18.53,26.79,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 11:00:00,0.714,-0.072,0.068,0.058,0.091,0.085,0.678,-0.018,-0.076,-0.103,-0.059,0.152,0.05,0.057,0.066,0.112896,0.190096,0.188356,-1.121,1.635,-0.088,24.66,19.62,26.79,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 11:30:00,0.761,-0.107,0.093,0.051,0.093,0.116,0.897,-0.021,-0.103,-0.068,-0.026,0.18,0.043,0.048,0.061,0.110224,0.147456,0.154449,-1.584,1.602,-0.106,25.25,20.06,26.66,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 12:00:00,0.859,-0.071,0.121,0.089,0.17,0.127,1.338,-0.042,-0.071,-0.016,-0.024,0.229,0.052,0.063,0.074,0.093025,0.188356,0.178929,-1.582,1.522,-0.076,25.95,20.97,26.42,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 12:30:00,0.478,-0.096,0.053,0.045,0.141,0.065,0.907,-0.027,-0.106,-0.047,-0.106,0.141,0.055,0.063,0.075,0.126025,0.259081,0.247009,-1.262,1.308,-0.063,26.63,21.8,27.35,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 13:00:00,0.749,0.09,0.086,0.024,0.106,0.054,1.763,-0.013,-0.15,-0.095,-0.046,0.214,0.046,0.058,0.06,0.091204,0.200704,0.2025,-1.347,1.685,-0.076,27.03,22.13,27.05,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 13:30:00,0.668,-0.192,0.069,0.062,0.119,0.074,1.2,0.004,-0.094,-0.109,-0.031,0.189,0.047,0.04,0.063,0.096721,0.148225,0.1444,-1.623,1.319,-0.059,27.21,22.29,27.68,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 14:00:00,1.023,-0.084,0.089,0.054,0.151,0.107,1.973,-0.036,-0.174,-0.16,-0.126,0.251,0.03,0.035,0.059,0.057121,0.142884,0.166464,-1.747,2.049,-0.077,27.49,22.54,26.7,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 14:30:00,0.867,0.023,0.077,0.002,0.069,0.025,1.353,0.008,-0.1,-0.088,-0.1,0.21,0.016,0.02,0.053,0.038025,0.123904,0.138384,-1.43,1.923,-0.064,27.75,22.84,26.72,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 15:00:00,0.862,-0.233,0.115,0.037,0.069,0.081,1.271,-0.029,-0.076,-0.135,-0.016,0.235,0.019,0.024,0.049,0.027556,0.058081,0.082944,-1.916,1.693,-0.114,27.53,22.36,27.08,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 15:30:00,0.807,-0.117,0.095,0.024,0.048,0.048,1.123,-0.022,-0.049,-0.055,-0.035,0.232,0.016,0.019,0.039,0.017424,0.040401,0.060516,-1.757,1.462,-0.095,27.48,22.15,27.52,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 16:00:00,0.971,-0.21,0.154,0.02,0.044,0.053,1.306,-0.043,-0.055,-0.083,-0.014,0.258,0.009,0.013,0.039,0.014884,0.0324,0.036864,-1.942,1.515,-0.082,27.3,21.87,27.73,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 16:30:00,0.837,-0.329,0.111,0.003,0.025,0.044,1.247,0.028,-0.022,-0.063,-0.039,0.224,-0.002,0.003,0.023,0.010816,0.020164,0.024649,-1.888,1.438,-0.114,27.13,21.49,27.9,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 17:00:00,0.447,-0.163,0.058,-0.022,-0.017,0.032,0.727,-0.005,-0.004,-0.009,-0.024,0.141,-0.015,-0.009,0.016,0.020449,0.015376,0.0196,-1.293,0.804,-0.044,26.8,20.95,28.03,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 17:30:00,0.417,-0.108,0.076,-0.046,-0.039,0.023,0.502,-0.008,0.013,0.007,-0.016,0.136,-0.03,-0.02,0.012,0.040804,0.029241,0.008649,-1.287,0.897,-0.045,26.28,20.12,28.03,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 18:00:00,0.27,-0.114,0.038,-0.049,-0.042,0.011,0.284,-0.02,0.032,0.017,-0.009,0.079,-0.021,-0.014,0.003,0.051529,0.033124,0.003721,-0.921,0.289,-0.076,25.64,19.28,28.09,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 18:30:00,0.348,-0.097,0.057,-0.037,-0.031,0.004,0.538,-0.011,0.033,0.009,-0.008,0.128,-0.028,-0.02,0.003,0.062001,0.039601,0.002304,-1.119,0.382,-0.07,25.16,18.77,28.0,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 19:00:00,0.528,-0.192,0.072,-0.042,-0.04,0.005,0.725,0.0,0.036,0.025,-0.007,0.178,-0.029,-0.023,0.004,0.042025,0.025281,0.005929,-1.461,1.003,-0.082,24.92,18.51,28.11,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 19:30:00,0.597,-0.177,0.095,-0.039,-0.04,0.005,0.801,-0.029,0.023,0.015,-0.006,0.199,-0.028,-0.022,0.004,0.037249,0.023104,0.001156,-1.508,1.033,-0.08,24.7,18.3,28.12,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 20:00:00,0.614,-0.199,0.085,-0.047,-0.049,0.007,0.751,-0.023,0.043,0.038,-0.007,0.193,-0.034,-0.026,0.004,0.043681,0.027889,0.001296,-1.48,1.161,-0.1,24.62,18.22,28.08,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 20:30:00,0.601,-0.12,0.085,-0.043,-0.04,0.001,0.639,-0.023,0.017,0.014,-0.005,0.175,-0.023,-0.015,0.001,0.030625,0.016384,0.000576,-1.447,0.909,-0.062,24.1,17.69,28.31,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 21:00:00,0.529,-0.121,0.052,-0.027,-0.027,-0.002,0.63,-0.04,0.037,0.031,0.002,0.154,-0.024,-0.016,-0.002,0.04,0.021609,0.000625,-1.112,1.584,-0.012,24.0,17.58,28.37,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 21:30:00,0.583,-0.126,0.052,-0.043,-0.044,-0.001,0.859,-0.049,0.051,0.048,-0.003,0.155,-0.024,-0.018,0.0,0.041209,0.0256,0.000484,-1.256,1.733,-0.045,24.11,17.69,28.34,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 22:00:00,0.341,-0.096,0.014,-0.038,-0.039,-0.004,0.321,-0.02,0.039,0.035,0.002,0.096,-0.021,-0.015,-0.002,0.052441,0.031329,0.001296,-0.738,1.32,-0.036,23.81,17.38,28.24,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 22:30:00,0.398,-0.087,0.034,-0.043,-0.047,0.0,0.342,-0.024,0.047,0.044,0.0,0.084,-0.021,-0.015,-0.001,0.044944,0.028224,0.000729,-1.048,1.567,-0.05,23.75,17.34,28.07,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 23:00:00,0.279,-0.062,0.031,-0.027,-0.026,-0.001,0.378,-0.011,0.025,0.025,-0.002,0.084,-0.017,-0.012,-0.001,0.04,0.022801,0.000625,-1.257,1.52,-0.052,23.55,17.18,27.98,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-18 23:30:00,0.203,-0.089,0.028,-0.025,-0.026,0.0,0.428,-0.018,0.049,0.046,-0.002,0.068,-0.019,-0.013,-0.002,0.054289,0.029584,0.001521,-0.867,0.933,-0.019,23.21,16.79,27.89,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-19 00:00:00,0.194,-0.025,0.019,-0.034,-0.035,-0.006,0.273,-0.012,0.031,0.022,0.003,0.05,-0.016,-0.011,-0.003,0.074529,0.045369,0.003721,-0.697,0.78,-0.04,22.94,16.52,27.77,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-19 00:30:00,0.141,-0.068,0.02,-0.024,-0.02,-0.001,0.204,-0.015,0.031,0.021,0.001,0.056,-0.012,-0.008,-0.001,0.048841,0.024025,0.001849,-0.732,0.257,-0.046,22.51,16.1,27.65,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-19 01:00:00,0.173,-0.077,0.006,-0.016,-0.016,-0.003,0.426,-0.002,0.025,0.021,-0.001,0.071,-0.01,-0.006,-0.003,0.038416,0.017161,0.002116,-0.779,0.541,-0.012,22.2,15.82,27.49,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-19 01:30:00,0.149,-0.049,0.021,-0.018,-0.014,-0.004,0.195,-0.01,0.027,0.011,0.002,0.052,-0.013,-0.006,-0.003,0.040401,0.015129,0.003249,-0.679,0.278,-0.012,21.68,15.31,27.31,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-19 02:00:00,0.142,-0.025,0.017,-0.022,-0.017,-0.003,0.248,-0.008,0.016,0.001,-0.003,0.047,-0.013,-0.006,-0.004,0.0441,0.017956,0.003721,-0.729,0.4,-0.032,21.42,15.04,27.09,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-19 02:30:00,0.294,0.006,0.035,-0.025,-0.025,-0.011,0.493,0.001,0.023,0.006,0.002,0.087,-0.021,-0.014,-0.006,0.038809,0.017689,0.003969,-0.876,0.968,-0.048,21.37,15.0,27.1,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-19 03:00:00,0.364,-0.104,0.059,-0.033,-0.029,-0.009,0.488,-0.002,0.03,0.015,0.002,0.1,-0.015,-0.01,-0.005,0.026569,0.011025,0.002304,-1.106,0.913,-0.034,21.32,14.99,27.08,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-19 03:30:00,0.399,-0.24,0.065,-0.047,-0.037,-0.01,0.77,-0.033,0.066,0.046,0.009,0.116,-0.019,-0.012,-0.005,0.033489,0.0144,0.001849,-1.289,0.968,-0.024,21.28,14.98,27.03,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-19 04:00:00,0.387,-0.15,0.059,-0.02,-0.014,-0.005,0.615,-0.022,0.025,0.011,0.002,0.108,-0.013,-0.007,-0.003,0.023409,0.007569,0.001521,-1.242,0.942,-0.047,21.14,14.84,26.97,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-19 04:30:00,0.377,-0.139,0.058,-0.024,-0.015,-0.006,0.591,-0.009,0.013,0.005,0.002,0.118,-0.017,-0.009,-0.004,0.015625,0.005041,0.001156,-1.486,1.11,-0.049,21.0,14.72,26.95,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-19 05:00:00,0.28,-0.068,0.043,-0.019,-0.012,-0.005,0.456,-0.012,0.014,0.002,0.002,0.093,-0.012,-0.006,-0.003,0.012769,0.0036,0.000961,-1.204,0.761,-0.029,20.94,14.66,26.97,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-19 05:30:00,0.262,-0.113,0.041,-0.024,-0.016,-0.006,0.299,-0.003,0.024,0.011,0.003,0.071,-0.012,-0.007,-0.004,0.024025,0.008281,0.002209,-1.035,0.642,-0.043,20.93,14.59,26.82,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-19 06:00:00,0.263,-0.109,0.056,-0.027,-0.014,-0.004,0.337,-0.001,0.016,0.003,0.001,0.094,-0.012,-0.006,-0.003,0.013225,0.0036,0.001024,-1.149,0.437,-0.07,20.84,14.57,26.82,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-19 06:30:00,0.253,-0.05,0.035,-0.001,0.001,0.001,0.397,-0.003,0.003,-0.003,-0.002,0.096,-0.004,0.0,0.001,0.003844,0.000841,0.000729,-1.073,0.601,-0.057,20.91,14.7,27.03,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-19 07:00:00,0.292,-0.055,0.061,0.006,0.008,0.01,0.458,-0.022,-0.005,-0.008,-0.003,0.101,0.004,0.006,0.008,0.004225,0.002916,0.004225,-1.293,1.008,-0.009,21.02,14.91,27.21,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-19 07:30:00,0.302,-0.087,0.051,0.017,0.016,0.012,0.426,-0.004,-0.011,-0.01,-0.003,0.094,0.008,0.01,0.009,0.009801,0.007396,0.006724,-1.257,0.891,-0.059,20.91,14.9,27.19,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-19 08:00:00,0.522,-0.148,0.071,0.017,0.016,0.013,0.793,0.017,-0.031,-0.027,-0.011,0.157,0.012,0.011,0.012,0.015129,0.009604,0.0081,-1.717,1.363,-0.095,20.85,14.87,27.07,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-19 08:30:00,0.521,-0.2,0.069,0.032,0.032,0.025,0.65,-0.009,-0.032,-0.033,-0.012,0.144,0.019,0.018,0.017,0.018769,0.016641,0.014161,-1.432,1.113,-0.056,21.13,15.25,27.17,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-19 09:00:00,0.764,-0.26,0.085,0.048,0.061,0.033,0.927,-0.029,-0.047,-0.044,-0.013,0.168,0.024,0.025,0.023,0.024649,0.028561,0.0196,-1.388,1.376,-0.044,21.57,15.76,27.32,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-19 09:30:00,0.58,-0.196,0.097,0.048,0.083,0.045,0.928,-0.03,-0.072,-0.034,-0.018,0.18,0.038,0.038,0.039,0.068644,0.081796,0.058564,-1.458,1.108,-0.061,22.44,16.96,27.63,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-19 10:00:00,0.586,-0.192,0.083,0.039,0.069,0.046,0.957,-0.02,-0.047,-0.056,-0.002,0.179,0.05,0.05,0.054,0.091809,0.101124,0.104976,-1.448,1.144,-0.044,23.99,18.71,27.89,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-19 10:30:00,0.637,-0.191,0.089,0.093,0.131,0.113,0.747,-0.02,-0.065,-0.045,-0.044,0.153,0.055,0.055,0.067,0.131044,0.145924,0.166464,-1.489,1.481,-0.08,24.86,19.58,28.21,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-19 11:00:00,0.544,-0.063,0.099,0.117,0.167,0.107,0.793,-0.01,-0.048,0.015,-0.018,0.171,0.061,0.066,0.062,0.1521,0.216225,0.145161,-1.367,0.45,-0.052,25.34,20.22,28.64,0.0,0.0,0.0,,,,0.0,,,,0.0,,
2024-09-19 11:30:00,0.694,-0.257,0.092,0.087,0.114,0.117,1.259,-0.009,-0.104,-0.048,-0.069,0.185,0.068,0.072,0.077,0.168921,0.192721,0.175561,-1.523,1.211,-0.082,26.02,20.74,28.5,0.0,0.0,0.0,,,,0.0,,,,0.0,,
