# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 260         5.180       52.100      1.90        De Bilt     
# YYYYMMDD  : datum (YYYY=jaar;MM=maand;DD=dag)
# HH        : tijd (HH=uur; UT.12 UT=13 MET; 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT
# DD        : Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord; 90=oost; 180=zuid; 270=west; 0=windstil 990=veranderlijk. Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Mean wind direction (in degrees) during the 10-minute period preceding the time of observation (360=north; 90=east; 180=south; 270=west; 0=calm 990=variable)
# FH        : Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Hourly mean wind speed (in 0.1 m/s)
# FF        : Windsnelheid (in 0.1 m/s) gemiddeld over de laatste 10 minuten van het afgelopen uur / Mean wind speed (in 0.1 m/s) during the 10-minute period preceding the time of observation
# FX        : Hoogste windstoot (in 0.1 m/s) over het afgelopen uurvak / Maximum wind gust (in 0.1 m/s) during the hourly division
# T         : Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
# T10N      : Minimumtemperatuur (in 0.1 graden Celsius) op 10 cm hoogte in de afgelopen 6 uur / Minimum temperature (in 0.1 degrees Celsius) at 0.1 m in the preceding 6-hour period
# TD        : Dauwpuntstemperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Dew point temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
# SQ        : Duur van de zonneschijn (in 0.1 uren) per uurvak; berekend uit globale straling  (-1 for <0.05 uur) / Sunshine duration (in 0.1 hour) during the hourly division; calculated from global radiation (-1 for <0.05 hour)
# Q         : Globale straling (in J/cm2) per uurvak / Global radiation (in J/cm2) during the hourly division
# DR        : Duur van de neerslag (in 0.1 uur) per uurvak / Precipitation duration (in 0.1 hour) during the hourly division
# RH        : Uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Hourly precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
# P         : Luchtdruk (in 0.1 hPa) herleid naar zeeniveau; tijdens de waarneming / Air pressure (in 0.1 hPa) reduced to mean sea level; at the time of observation
# VV        : Horizontaal zicht tijdens de waarneming (0=minder dan 100m; 1=100-200m; 2=200-300m;...; 49=4900-5000m; 50=5-6km; 56=6-7km; 57=7-8km; ...; 79=29-30km; 80=30-35km; 81=35-40km;...; 89=meer dan 70km) / Horizontal visibility at the time of observation (0=less than 100m; 1=100-200m; 2=200-300m;...; 49=4900-5000m; 50=5-6km; 56=6-7km; 57=7-8km; ...; 79=29-30km; 80=30-35km; 81=35-40km;...; 89=more than 70km)
# N         : Bewolking (bedekkingsgraad van de bovenlucht in achtsten); tijdens de waarneming (9=bovenlucht onzichtbaar) / Cloud cover (in octants); at the time of observation (9=sky invisible)
# U         : Relatieve vochtigheid (in procenten) op 1.50 m hoogte tijdens de waarneming / Relative atmospheric humidity (in percents) at 1.50 m at the time of observation
# WW        : Weercode (00-99); visueel(WW) of automatisch(WaWa) waargenomen; voor het actuele weer of het weer in het afgelopen uur. Zie http://bibliotheek.knmi.nl/scholierenpdf/weercodes_Nederland / Present weather code (00-99); description for the hourly division.
# IX        : Weercode indicator voor de wijze van waarnemen op een bemand of automatisch station (1=bemand gebruikmakend van code uit visuele waarnemingen; 2;3=bemand en weggelaten (geen belangrijk weersverschijnsel; geen gegevens); 4=automatisch en opgenomen (gebruikmakend van code uit visuele waarnemingen); 5;6=automatisch en weggelaten (geen belangrijk weersverschijnsel; geen gegevens); 7=automatisch gebruikmakend van code uit automatische waarnemingen) / Indicator present weather code (1=manned and recorded (using code from visual observations); 2;3=manned and omitted (no significant weather phenomenon to report; not available); 4=automatically recorded (using code from visual observations); 5;6=automatically omitted (no significant weather phenomenon to report; not available); 7=automatically set (using code from automated observations)
# M         : Mist 0=niet voorgekomen; 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming / Fog 0=no occurrence; 1=occurred during the preceding hour and/or at the time of observation
# R         : Regen 0=niet voorgekomen; 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming / Rainfall 0=no occurrence; 1=occurred during the preceding hour and/or at the time of observation
# S         : Sneeuw 0=niet voorgekomen; 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming / Snow 0=no occurrence; 1=occurred during the preceding hour and/or at the time of observation
# O         : Onweer 0=niet voorgekomen; 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming / Thunder  0=no occurrence; 1=occurred during the preceding hour and/or at the time of observation
# Y         : IJsvorming 0=niet voorgekomen; 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming / Ice formation 0=no occurrence; 1=occurred during the preceding hour and/or at the time of observation
# STN,YYYYMMDD,HH,   DD,   FH,   FF,   FX,    T, T10N,   TD,   SQ,    Q,   DR,   RH,    P,   VV,    N,    U,   WW,   IX,    M,    R,    S,    O,    Y
  260,20250915,    1,  220,   40,   50,   90,  180,     ,  173,    0,    0,    4,    4,10028,   59,     ,   95,   52,    7,    0,    1,    0,    0,    0
  260,20250915,    2,  240,   70,   80,  170,  165,     ,  142,    0,    0,    6,    3,10032,   64,     ,   86,   52,    7,    0,    1,    0,    0,    0
  260,20250915,    3,  240,   60,   60,  130,  169,     ,  134,    0,    0,    0,   -1,10028,   64,     ,   79,   22,    7,    0,    1,    0,    0,    0
  260,20250915,    4,  230,   70,   70,  140,  167,     ,  130,    0,    0,    0,    0,10028,   62,     ,   78,     ,    5,    0,    0,    0,    0,    0
  260,20250915,    5,  230,   70,   70,  140,  164,     ,  127,    0,    0,    0,    0,10030,   65,     ,   78,     ,    5,    0,    0,    0,    0,    0
  260,20250915,    6,  230,   70,   70,  130,  163,  157,  124,    2,    6,    0,   -1,10037,   63,     ,   77,   23,    7,    0,    1,    0,    0,    0
  260,20250915,    7,  220,   70,   70,  160,  162,     ,  128,    5,   41,    2,    9,10039,   65,     ,   79,   23,    7,    0,    1,    0,    0,    0
  260,20250915,    8,  230,   70,   70,  140,  171,     ,  127,   10,   98,    0,    0,10044,   66,    3,   75,     ,    5,    0,    0,    0,    0,    0
  260,20250915,    9,  220,   90,   90,  170,  174,     ,  122,    9,  147,    0,   -1,10049,   62,    7,   71,   81,    7,    0,    1,    0,    0,    0
  260,20250915,   10,  230,  100,  120,  210,  180,     ,  112,   10,  194,    0,   -1,10052,   70,    6,   64,   23,    7,    0,    1,    0,    0,    0
  260,20250915,   11,  220,  100,   90,  190,  155,     ,  125,    6,  134,    3,    4,10060,   57,    6,   82,   81,    7,    0,    1,    0,    0,    0
  260,20250915,   12,  230,   90,   90,  170,  187,  146,  113,    9,  214,    3,    3,10059,   72,    7,   61,   23,    7,    0,    1,    0,    0,    0
  260,20250915,   13,  230,   90,   90,  190,  196,     ,  107,    7,  152,    0,    0,10059,   72,    8,   56,     ,    5,    0,    0,    0,    0,    0
  260,20250915,   14,  230,  100,   90,  210,  198,     ,   99,    8,  167,    0,    0,10060,   73,    6,   52,     ,    5,    0,    0,    0,    0,    0
  260,20250915,   15,  230,   90,  100,  180,  195,     ,  100,   10,  130,    0,    0,10060,   70,    6,   54,     ,    5,    0,    0,    0,    0,    0
  260,20250915,   16,  220,   90,   90,  200,  184,     ,  102,    8,   86,    0,    0,10059,   73,    7,   58,     ,    5,    0,    0,    0,    0,    0
  260,20250915,   17,  220,   80,   70,  150,  160,     ,  121,    2,   27,    2,    8,10062,   72,    7,   77,   23,    7,    0,    1,    0,    0,    0
  260,20250915,   18,  220,   80,   90,  160,  164,  151,  109,    0,    4,    1,    1,10062,   68,    7,   69,   81,    7,    0,    1,    0,    0,    0
  260,20250915,   19,  230,   80,   80,  150,  161,     ,  110,    0,    0,    0,   -1,10066,   69,    5,   71,   23,    7,    0,    1,    0,    0,    0
  260,20250915,   20,  220,   90,   90,  180,  158,     ,  112,    0,    0,    0,   -1,10069,   68,    7,   74,   23,    7,    0,    1,    0,    0,    0
  260,20250915,   21,  220,   80,   90,  150,  151,     ,  117,    0,    0,    0,   -1,10068,   65,    6,   79,   23,    7,    0,    1,    0,    0,    0
  260,20250915,   22,  220,   80,   80,  140,  148,     ,  121,    0,    0,    2,    4,10070,   61,    8,   83,   81,    7,    0,    1,    0,    0,    0
  260,20250915,   23,  220,   70,   60,  130,  147,     ,  124,    0,    0,    1,    1,10075,   61,    8,   85,   81,    7,    0,    1,    0,    0,    0
  260,20250915,   24,  240,   60,   70,  140,  156,  142,  114,    0,    0,    3,    4,10078,   63,    8,   76,   57,    7,    0,    1,    0,    0,    0
  260,20250916,    1,  250,   60,   70,  140,  143,     ,  125,    0,    0,    7,   53,10086,   60,    8,   88,   61,    7,    0,    1,    0,    0,    0
  260,20250916,    2,  240,   50,   40,  140,  140,     ,  126,    0,    0,    9,   38,10090,   62,    8,   91,   81,    7,    0,    1,    0,    0,    0
  260,20250916,    3,  240,   40,   50,  110,  143,     ,  119,    0,    0,    6,    4,10095,   63,    8,   85,   81,    7,    0,    1,    0,    0,    0
  260,20250916,    4,  230,   40,   40,   90,  139,     ,  122,    0,    0,    7,    6,10098,   66,    8,   89,   23,    7,    0,    1,    0,    0,    0
  260,20250916,    5,  240,   60,   70,  140,  137,     ,  120,    0,    0,    2,    3,10105,   57,    8,   89,   81,    7,    0,    1,    0,    0,    0
  260,20250916,    6,  230,   50,   50,  150,  138,  133,  114,    0,    5,    0,   -1,10112,   73,    4,   85,   23,    7,    0,    1,    0,    0,    0
  260,20250916,    7,  240,   60,   50,  130,  145,     ,  107,    3,   37,    0,   -1,10118,   76,    1,   77,   23,    7,    0,    1,    0,    0,    0
  260,20250916,    8,  230,   50,   60,  100,  147,     ,  112,   10,   83,    1,    4,10123,   73,    5,   79,   23,    7,    0,    1,    0,    0,    0
  260,20250916,    9,  250,   60,   60,  130,  150,     ,  108,    5,   94,    0,   -1,10131,   65,    8,   75,   81,    7,    0,    1,    0,    0,    0
  260,20250916,   10,  260,   60,   70,  150,  148,     ,  112,    6,  124,    3,    3,10133,   61,    7,   78,   81,    7,    0,    1,    0,    0,    0
  260,20250916,   11,  250,   60,   70,  130,  145,     ,  116,    4,  112,    3,    3,10135,   60,    8,   82,   81,    7,    0,    1,    0,    0,    0
  260,20250916,   12,  240,   60,   60,  150,  151,  132,  123,    1,  100,    3,    4,10141,   62,    8,   83,   81,    7,    0,    1,    0,    0,    0
  260,20250916,   13,  250,   70,   60,  150,  162,     ,  109,    1,   85,    0,   -1,10146,   80,    8,   70,   23,    7,    0,    1,    0,    0,    0
  260,20250916,   14,  290,   60,   50,  140,  137,     ,  127,    0,   19,    5,   14,10155,   50,    8,   93,   82,    7,    0,    1,    0,    0,    0
  260,20250916,   15,  270,   40,   40,  100,  152,     ,  123,    1,   34,    3,    6,10157,   80,    7,   82,   23,    7,    0,    1,    0,    0,    0
